state	min	max	mean	rates	root	lnL	lnL.p	lnL.h
210000	0.075	0.217	0.078	2	NA	-95.4	0	-0.72
210100	0.068	2.236	0.148	2	NA	-93.13	-1.06	-4.21
210100	0.075	0.217	0.078	2	NA	-95.4	-1.06	-4.21
210200	0.068	2.236	0.148	2	NA	-93.13	0	-0.06
210200	0.075	0.217	0.078	2	NA	-95.4	0	-0.11
210300	0.068	2.236	0.148	2	NA	-93.13	0	-0.71
210300	0.075	0.217	0.078	2	NA	-95.4	-1.06	-4.21
210400	0.068	2.236	0.148	2	NA	-93.13	0	-0.57
210400	0.075	0.217	0.078	2	NA	-95.4	0	-0.7
210500	0.068	2.236	0.148	2	NA	-93.13	-1.06	-4.21
210500	0.075	0.217	0.078	2	NA	-95.4	0	-0.21
210600	0.068	2.236	0.148	2	NA	-93.13	-1.06	-4.21
210600	0.075	0.217	0.078	2	NA	-95.4	0	-0.43
210700	0.068	2.236	0.148	2	NA	-93.13	0	-0.2
210700	0.075	0.217	0.078	2	NA	-95.4	0	-0.64
210800	0.068	2.236	0.148	2	NA	-93.13	-1.06	-4.21
210800	0.075	0.217	0.078	2	NA	-95.4	0	-0.95
210900	0.068	2.236	0.148	2	NA	-93.13	0	-1.29
210900	0.075	0.217	0.078	2	NA	-95.4	0	-0.26
211000	0.068	2.236	0.148	2	NA	-93.13	0	-1.06
211000	0.075	0.217	0.078	2	NA	-95.4	0	-0.16
211100	0.068	2.236	0.148	2	NA	-93.13	0	-0.42
211100	0.075	0.217	0.078	2	NA	-95.4	0	-1.74
211200	0.006	2.236	0.163	3	NA	-89.21	-1.47	-3.8
211200	0.075	0.217	0.078	2	NA	-95.4	0	-0.1
211300	0.006	2.236	0.132	3	NA	-90.27	0	-0.11
211300	0.075	0.217	0.078	2	NA	-95.4	0	-2.86
211400	0.087	2.236	0.103	2	NA	-95.47	0	-0.35
211400	0.075	0.217	0.078	2	NA	-95.4	0	-0.86
211500	0.087	2.236	0.103	2	NA	-95.47	0	-0.09
211500	0.075	0.217	0.078	2	NA	-95.4	0	-0.97
211600	0.087	2.236	0.103	2	NA	-95.47	0	-0.52
211600	0.075	0.217	0.078	2	NA	-95.4	0	-1.33
211700	0.08	2.236	0.103	3	NA	-94.84	-1.47	-3.8
211700	0.075	0.217	0.078	2	NA	-95.4	0	-1.24
211800	0.074	2.236	0.176	3	NA	-93.28	-1.47	-3.8
211800	0.075	0.217	0.078	2	NA	-95.4	0	-1.04
211900	0.074	2.236	0.161	3	NA	-92.88	0	0.69
211900	0.075	0.217	0.078	2	NA	-95.4	0	-0.49
212000	0.087	2.236	0.11	3	NA	-95.73	0	-1.6
212000	0.075	0.217	0.078	2	NA	-95.4	0	-0.82
212100	0.087	2.236	0.173	3	NA	-93.93	0	-0.36
212100	0.075	0.217	0.078	2	NA	-95.4	-1.06	-4.21
212200	0.063	2.236	0.156	4	NA	-92.16	-1.75	-3.5
212200	0.075	0.217	0.078	2	NA	-95.4	0	-0.2
212300	0.063	2.236	0.181	4	NA	-92.36	-1.75	-3.5
212300	0.075	0.217	0.078	2	NA	-95.4	0	-0.38
212400	0.063	2.236	0.173	4	NA	-89.71	0	-0.09
212400	0.075	0.217	0.078	2	NA	-95.4	-1.06	-4.21
212500	0.063	2.236	0.173	4	NA	-89.71	-1.75	-3.5
212500	0.075	0.217	0.078	2	NA	-95.4	0	-2.07
212600	0.048	2.236	0.188	5	NA	-85.06	0	0
212600	0.075	0.217	0.078	2	NA	-95.4	0	-0.93
212700	0.048	2.236	0.176	5	NA	-87.51	0	-0.73
212700	0.075	0.217	0.078	2	NA	-95.4	0	-1.09
212800	0.048	2.236	0.188	5	NA	-88.57	0	-0.69
212800	0.075	0.217	0.078	2	NA	-95.4	0	-0.38
212900	0.058	2.236	0.158	4	NA	-89.72	0	0.69
212900	0.075	0.217	0.078	2	NA	-95.4	0	-2.52
213000	0.033	2.236	0.173	6	NA	-84.85	-2.16	-3.08
213000	0.075	0.217	0.077	3	NA	-96.22	-1.47	-3.8
213100	0.052	2.236	0.158	5	NA	-90.45	-1.98	-3.27
213100	0.01	0.217	0.083	4	NA	-92.95	0	-0.44
213200	0.052	2.236	0.158	5	NA	-90.45	-1.98	-3.27
213200	0.073	0.319	0.082	3	NA	-93.06	0	-1.13
213300	0.052	2.236	0.158	5	NA	-90.45	0	-0.69
213300	0.073	0.319	0.083	3	NA	-92.79	-1.47	-3.8
213400	0.037	2.236	0.174	6	NA	-85.72	0	-1.74
213400	0.088	0.088	0.088	1	NA	-98.79	0	-2.16
213500	0.037	2.234	0.159	6	NA	-86	0	-2.06
213500	0.088	0.088	0.088	1	NA	-98.79	0	-1.56
213600	0.037	2.234	0.138	6	NA	-88.71	0	-0.69
213600	0.088	0.088	0.088	1	NA	-98.79	0	-1.81
213700	0.049	2.234	0.166	5	NA	-91.48	0	-0.69
213700	0.088	0.088	0.088	1	NA	-98.79	0	-1.23
213800	0.055	2.092	0.108	5	NA	-92.97	0	0
213800	0.088	0.088	0.088	1	NA	-98.79	0	-0.39
213900	0.05	2.092	0.151	5	NA	-89.17	0	-0.69
213900	0.088	0.088	0.088	1	NA	-98.79	0	-0.25
214000	0.071	2.092	0.092	4	NA	-96	-1.75	-3.5
214000	0.088	0.088	0.088	1	NA	-98.79	0	-0.72
214100	0.071	0.269	0.148	2	NA	-96.35	0	-2.83
214100	0.088	0.088	0.088	1	NA	-98.79	-0.37	-4.91
214200	0.071	0.269	0.148	2	NA	-96.35	0	-0.41
214200	0.073	0.207	0.088	2	NA	-95.18	-1.06	-4.21
214300	0.071	0.269	0.148	2	NA	-96.35	0	-0.68
214300	0.073	0.207	0.088	2	NA	-95.18	0	-0.34
214400	0.071	0.269	0.148	2	NA	-96.35	0	-2.02
214400	0.073	0.207	0.088	2	NA	-95.18	0	-0.41
214500	0.048	4.582	0.148	2	NA	-98.96	0	-0.88
214500	0.073	0.207	0.088	2	NA	-95.18	0	-0.51
214600	0.048	4.582	0.148	2	NA	-98.96	-1.06	-4.21
214600	0.073	0.207	0.088	2	NA	-95.18	0	-0.66
214700	0.148	0.148	0.148	1	NA	-102.61	0	0
214700	0.088	0.088	0.088	1	NA	-98.79	0	-0.22
214800	0.148	0.148	0.148	1	NA	-102.61	0	-0.07
214800	0.088	0.088	0.088	1	NA	-98.79	0	-0.96
214900	0.148	0.148	0.148	1	NA	-102.61	0	-0.37
214900	0.088	0.088	0.088	1	NA	-98.79	-0.37	-4.91
215000	0.148	0.148	0.148	1	NA	-102.61	0	-0.61
215000	0.088	0.088	0.088	1	NA	-98.79	-0.37	-4.91
215100	0.117	0.964	0.148	2	NA	-96.9	0	0
215100	0.088	0.088	0.088	1	NA	-98.79	0	-0.6
215200	0.117	0.964	0.148	2	NA	-96.9	0	-1.92
215200	0.088	0.088	0.088	1	NA	-98.79	0	-0.16
215300	0.015	0.964	0.123	3	NA	-93.93	0	-0.69
215300	0.088	0.088	0.088	1	NA	-98.79	0	-0.06
215400	0.015	0.964	0.135	3	NA	-93.73	0	-1.31
215400	0.088	0.088	0.088	1	NA	-98.79	0	-0.04
215500	0.015	3.654	0.149	4	NA	-91.75	-1.75	-3.5
215500	0.088	0.088	0.088	1	NA	-98.79	0	-0.3
215600	0.015	3.654	0.136	3	NA	-96.53	-1.47	-3.8
215600	0.088	0.088	0.088	1	NA	-98.79	0	-2.02
215700	0.015	3.654	0.14	4	NA	-93.63	-1.75	-3.5
215700	0.088	0.088	0.088	1	NA	-98.79	0	-1.2
215800	0.015	3.654	0.136	4	NA	-90.69	0	-0.69
215800	0.088	0.088	0.088	1	NA	-98.79	0	-0.01
215900	0.015	3.654	0.137	4	NA	-91.82	0	-1.11
215900	0.088	0.088	0.088	1	NA	-98.79	-0.37	-4.91
216000	0.015	3.654	0.136	4	NA	-90.69	-1.75	-3.5
216000	0.088	0.088	0.088	1	NA	-98.79	0	-1.63
216100	0.015	3.654	0.136	4	NA	-90.69	0	-2.02
216100	0.088	0.088	0.088	1	NA	-98.79	0	-2.41
216200	0.015	3.654	0.192	4	NA	-94.69	-1.75	-3.5
216200	0.088	0.088	0.088	1	NA	-98.79	0	-0.32
216300	0.015	3.654	0.139	4	NA	-93.07	0	0.69
216300	0.088	0.088	0.088	1	NA	-98.79	0	-0.3
216400	0.015	3.654	0.139	4	NA	-92.96	-1.75	-3.5
216400	0.088	0.088	0.088	1	NA	-98.79	-0.37	-4.91
216500	0.015	3.654	0.136	4	NA	-90.38	-1.75	-3.5
216500	0.088	0.088	0.088	1	NA	-98.79	0	-0.09
216600	0.015	3.654	0.137	4	NA	-95.57	0	0
216600	0.088	0.088	0.088	1	NA	-98.79	0	-0.59
216700	0.015	3.654	0.132	4	NA	-90.7	0	-0.69
216700	0.088	0.088	0.088	1	NA	-98.79	0	-0.16
216800	0.015	3.654	0.122	4	NA	-92.03	0	-0.4
216800	0.088	0.088	0.088	1	NA	-98.79	0	-0.3
216900	0.015	3.654	0.237	4	NA	-93.07	-1.75	-3.5
216900	0.088	0.088	0.088	1	NA	-98.79	-0.37	-4.91
217000	0.015	3.654	0.178	4	NA	-94.63	0	-0.69
217000	0.088	0.088	0.088	1	NA	-98.79	0	-0.38
217100	0.015	3.654	0.149	4	NA	-93.57	0	-0.69
217100	0.074	0.114	0.088	2	NA	-95.86	0	-0.22
217200	0.015	3.654	0.136	4	NA	-92.98	0	-1.24
217200	0.074	0.114	0.088	2	NA	-95.86	-1.06	-4.21
217300	0.015	3.654	0.141	4	NA	-96.09	0	-0.69
217300	0.074	0.114	0.088	2	NA	-95.86	-1.06	-4.21
217400	0.009	3.654	0.151	5	NA	-95.02	-1.98	-3.27
217400	0.074	0.114	0.088	2	NA	-95.86	-1.06	-4.21
217500	0.009	3.654	0.136	5	NA	-92.87	0	-0.74
217500	0.074	0.114	0.088	2	NA	-95.86	-1.06	-4.21
217600	0.009	3.654	0.146	5	NA	-91.92	0	-0.03
217600	0.074	0.114	0.088	2	NA	-95.86	0	-0.9
217700	0.009	3.654	0.188	5	NA	-94.06	0	-0.22
217700	0.074	0.114	0.088	2	NA	-95.86	0	-2.33
217800	0.009	3.654	0.136	5	NA	-92.87	0	0.69
217800	0.074	0.114	0.088	2	NA	-95.86	0	-0.03
217900	0.009	3.654	0.126	5	NA	-93.35	0	-0.69
217900	0.074	0.114	0.088	2	NA	-95.86	0	-0.43
218000	0.009	3.654	0.148	5	NA	-92.99	0	0
218000	0.012	0.114	0.096	3	NA	-94.09	0	-0.51
218100	0.009	3.654	0.136	5	NA	-92.87	0	-0.8
218100	0.012	0.104	0.091	2	NA	-92.36	0	-0.32
218200	0.009	3.654	0.2	5	NA	-94.18	0	-1.3
218200	0.012	0.104	0.091	2	NA	-92.36	0	-0.05
218300	0.009	3.654	0.113	4	NA	-96.9	0	-1.89
218300	0.012	0.132	0.091	3	NA	-90	0	-0.69
218400	0.062	3.654	0.115	4	NA	-99.92	0	-0.69
218400	0.012	0.132	0.1	3	NA	-95.43	0	-0.7
218500	0.077	3.654	0.115	3	NA	-100.03	0	-0.86
218500	0.012	0.132	0.091	3	NA	-90	0	-0.04
218600	0.077	3.654	0.167	3	NA	-100.89	-1.47	-3.8
218600	0.012	0.132	0.099	3	NA	-93.96	0	-0.69
218700	0.077	3.654	0.115	3	NA	-99.84	0	-0.02
218700	0.012	0.132	0.074	3	NA	-92.99	0	-0.69
218800	0.077	3.654	0.114	3	NA	-100.02	0	-1.6
218800	0.012	0.132	0.077	3	NA	-94.38	0	0
218900	0.114	0.114	0.114	1	NA	-99.84	0	-2.04
218900	0.012	0.325	0.131	3	NA	-95.72	0	-1.04
219000	0.114	0.114	0.114	1	NA	-99.84	0	-0.21
219000	0.012	0.325	0.174	3	NA	-91.06	0	-0.69
219100	0.114	0.114	0.114	1	NA	-99.84	0	-9.09
219100	0.012	0.185	0.106	3	NA	-87.37	0	0.69
219200	0.114	0.114	0.114	1	NA	-99.84	0	-1.91
219200	0.012	0.185	0.106	3	NA	-87.37	0	-0.68
219300	0.114	0.114	0.114	1	NA	-99.84	0	-0.5
219300	0.012	0.118	0.073	3	NA	-87.46	0	-0.69
219400	0.071	0.202	0.114	2	NA	-95.33	0	-0.8
219400	0.012	0.118	0.078	3	NA	-89.33	0	-0.4
219500	0.071	0.202	0.114	2	NA	-95.33	0	-0.94
219500	0.012	0.186	0.106	3	NA	-87.38	0	-0.69
219600	0.071	0.202	0.114	2	NA	-95.33	0	-0.46
219600	0.012	0.122	0.106	2	NA	-92.82	0	-0.3
219700	0.071	0.202	0.114	2	NA	-95.33	0	-1.66
219700	0.012	0.837	0.106	3	NA	-87.69	-1.47	-3.8
219800	0.071	0.202	0.114	2	NA	-95.33	0	-0.56
219800	0.012	0.837	0.106	3	NA	-87.69	0	-0.26
219900	0.071	0.202	0.114	2	NA	-95.33	0	-0.49
219900	0.012	0.109	0.095	2	NA	-92.43	0	-0.09
220000	0.071	0.202	0.114	2	NA	-95.33	0	-1.25
220000	0.059	0.16	0.092	2	NA	-94.32	-1.06	-4.21
220100	0.071	0.202	0.114	2	NA	-95.33	0	-0.75
220100	0.059	0.16	0.092	2	NA	-94.32	-1.06	-4.21
220200	0.071	0.202	0.114	2	NA	-95.33	0	-1.11
220200	0.059	0.16	0.092	2	NA	-94.32	0	-0.42
220300	0.071	3.483	0.118	3	NA	-94.72	0	-0.69
220300	0.059	0.16	0.092	2	NA	-94.32	0	-0.65
220400	0.071	3.483	0.184	3	NA	-96.56	0	-0.69
220400	0.059	0.16	0.092	2	NA	-94.32	0	-0.84
220500	0.117	3.483	0.191	2	NA	-100.86	0	-1.31
220500	0.059	0.16	0.092	2	NA	-94.32	0	-2.18
220600	0.134	7.849	0.191	2	NA	-100.03	0	-0.36
220600	0.059	0.16	0.092	2	NA	-94.32	0	-2.16
220700	0.069	7.849	0.191	3	NA	-93.56	0	-0.69
220700	0.059	0.16	0.092	2	NA	-94.32	0	-0.18
220800	0.069	7.849	0.191	3	NA	-93.56	-1.47	-3.8
220800	0.059	0.16	0.092	2	NA	-94.32	0	-0.88
220900	0.069	7.849	0.191	3	NA	-93.56	0	-2.22
220900	0.059	0.16	0.092	2	NA	-94.32	0	-3.61
221000	0.069	7.849	0.191	3	NA	-93.56	-1.47	-3.8
221000	0.059	0.16	0.092	2	NA	-94.32	0	-0.53
221100	0.069	7.849	0.191	3	NA	-93.56	0	-0.36
221100	0.059	0.16	0.092	2	NA	-94.32	0	-1.49
221200	0.069	7.849	0.232	3	NA	-93.74	-1.47	-3.8
221200	0.059	0.16	0.092	2	NA	-94.32	0	-0.38
221300	0.069	7.849	0.232	3	NA	-93.74	0	-0.69
221300	0.059	0.16	0.092	2	NA	-94.32	0	-0.23
221400	0.069	7.849	0.175	3	NA	-93.64	-1.47	-3.8
221400	0.092	0.092	0.092	1	NA	-98.82	0	-1.61
221500	0.069	7.849	0.273	3	NA	-94.08	0	-0.69
221500	0.092	0.092	0.092	1	NA	-98.82	0	-2.87
221600	0.085	7.849	0.214	3	NA	-95.86	0	-0.12
221600	0.092	0.092	0.092	1	NA	-98.82	0	-0.02
221700	0.085	7.849	0.2	3	NA	-94.51	0	-0.95
221700	0.092	0.092	0.092	1	NA	-98.82	0	-0.57
221800	0.085	7.849	0.243	3	NA	-94.58	0	-0.69
221800	0.092	0.092	0.092	1	NA	-98.82	0	-2.02
221900	0.085	7.849	0.2	3	NA	-94.51	0	-1.49
221900	0.092	0.092	0.092	1	NA	-98.82	0	-0.2
222000	0.085	7.849	0.285	3	NA	-94.94	-1.47	-3.8
222000	0.092	0.092	0.092	1	NA	-98.82	0	-1.89
222100	0.085	7.849	0.2	3	NA	-94.38	-1.47	-3.8
222100	0.092	0.092	0.092	1	NA	-98.82	0	-1.4
222200	0.085	7.849	0.285	3	NA	-94.94	0	-0.69
222200	0.092	0.092	0.092	1	NA	-98.82	0	-1.95
222300	0.042	7.849	0.171	3	NA	-97.71	0	-0.92
222300	0.092	0.092	0.092	1	NA	-98.82	0	-2.91
222400	0.042	7.849	0.232	3	NA	-98.17	0	-0.83
222400	0.092	0.092	0.092	1	NA	-98.82	0	-2.09
222500	0.042	7.849	0.171	3	NA	-97.71	0	-0.21
222500	0.092	0.092	0.092	1	NA	-98.82	0	-0.84
222600	0.042	7.849	0.171	3	NA	-97.71	0	-2.5
222600	0.092	0.092	0.092	1	NA	-98.82	0	-0.43
222700	0.042	7.849	0.184	3	NA	-97.83	-1.47	-3.8
222700	0.092	0.092	0.092	1	NA	-98.82	-0.37	-4.91
222800	0.042	7.849	0.292	3	NA	-98.32	0	-0.07
222800	0.092	0.092	0.092	1	NA	-98.82	-0.37	-4.91
222900	0.042	3.906	0.184	2	NA	-97.83	0	-1.13
222900	0.064	0.834	0.092	2	NA	-92.58	0	-1.41
223000	0.042	3.906	0.184	2	NA	-97.83	0	-2.57
223000	0.064	0.834	0.092	2	NA	-92.58	0	-1.52
223100	0.072	3.906	0.214	3	NA	-92.93	0	-0.94
223100	0.064	0.834	0.092	2	NA	-92.58	0	-0.8
223200	0.072	3.906	0.215	3	NA	-92.44	0	-1.66
223200	0.064	0.834	0.092	2	NA	-92.58	0	-1.08
223300	0.082	3.906	0.228	3	NA	-93.72	-1.47	-3.8
223300	0.092	0.092	0.092	1	NA	-98.82	0	-0.48
223400	0.082	3.906	0.17	3	NA	-94.61	0	0.69
223400	0.092	0.092	0.092	1	NA	-98.82	0	-0.33
223500	0.082	3.906	0.111	3	NA	-95.22	0	0
223500	0.057	0.149	0.092	2	NA	-93.48	-1.06	-4.21
223600	0.082	3.906	0.225	3	NA	-93.45	0	-0.3
223600	0.057	0.149	0.092	2	NA	-93.48	0	-0.56
223700	0.082	3.906	0.223	3	NA	-93.78	0	-0.69
223700	0.057	0.149	0.092	2	NA	-93.48	0	-2.63
223800	0.082	3.906	0.225	3	NA	-93.45	0	-0.69
223800	0.057	0.149	0.092	2	NA	-93.48	0	-0.64
223900	0.082	3.597	0.212	3	NA	-93.69	0	-0.26
223900	0.057	0.149	0.092	2	NA	-93.48	-1.06	-4.21
224000	0.082	3.597	0.112	3	NA	-94.61	0	-0.69
224000	0.092	0.092	0.092	1	NA	-98.82	0	-0.29
224100	0.082	3.597	0.215	3	NA	-93.37	-1.47	-3.8
224100	0.092	0.092	0.092	1	NA	-98.82	0	-0.85
224200	0.082	3.597	0.219	3	NA	-92.76	0	-0.06
224200	0.092	0.092	0.092	1	NA	-98.82	0	-1.1
224300	0.088	3.597	0.165	2	NA	-95.8	0	-0.31
224300	0.066	0.307	0.092	2	NA	-95.23	0	-0.04
224400	0.088	3.597	0.165	2	NA	-95.8	-1.06	-4.21
224400	0.092	0.092	0.092	1	NA	-98.82	0	-0.1
224500	0.088	3.597	0.165	2	NA	-95.8	0	-0.11
224500	0.092	0.092	0.092	1	NA	-98.82	0	-1.32
224600	0.088	3.597	0.165	2	NA	-95.8	0	-2.24
224600	0.092	0.092	0.092	1	NA	-98.82	-0.37	-4.91
224700	0.088	3.597	0.165	2	NA	-95.8	0	-0.34
224700	0.013	0.105	0.092	2	NA	-92.52	0	-1.15
224800	0.088	3.597	0.165	2	NA	-95.8	0	-0.93
224800	0.013	0.105	0.092	2	NA	-92.52	0	-0.54
224900	0.088	3.597	0.165	2	NA	-95.8	0	-0.43
224900	0.013	0.105	0.092	2	NA	-92.52	0	-0.67
225000	0.088	3.597	0.165	2	NA	-95.8	0	-0.04
225000	0.013	0.105	0.092	2	NA	-92.52	0	-0.31
225100	0.088	3.597	0.165	2	NA	-95.8	0	-2.08
225100	0.013	0.105	0.092	2	NA	-92.52	0	-0.07
225200	0.088	3.597	0.165	2	NA	-95.8	0	-0.16
225200	0.013	0.105	0.092	2	NA	-92.52	0	-0.21
225300	0.088	3.597	0.165	2	NA	-95.8	0	-0.21
225300	0.013	0.105	0.092	2	NA	-92.52	0	-1.6
225400	0.088	3.597	0.165	2	NA	-95.8	0	-0.19
225400	0.013	0.105	0.092	2	NA	-92.52	0	-0.34
225500	0.088	3.597	0.165	2	NA	-95.8	0	-2.79
225500	0.013	0.105	0.092	2	NA	-92.52	0	-0.12
225600	0.088	3.597	0.165	2	NA	-95.8	0	-0.49
225600	0.013	2.214	0.124	3	NA	-89.45	0	-0.69
225700	0.088	3.597	0.165	2	NA	-95.8	0	-0.84
225700	0.013	2.214	0.155	3	NA	-88.28	0	-0.69
225800	0.088	3.597	0.165	2	NA	-95.8	0	-0.06
225800	0.013	2.214	0.155	3	NA	-88.28	0	-0.69
225900	0.088	3.597	0.165	2	NA	-95.8	0	-1.03
225900	0.013	2.214	0.155	3	NA	-88.28	0	-0.69
226000	0.088	3.597	0.165	2	NA	-95.8	-1.06	-4.21
226000	0.013	2.214	0.139	3	NA	-88.27	0	-0.69
226100	0.088	3.597	0.165	2	NA	-95.8	0	-2.33
226100	0.013	0.12	0.109	2	NA	-94.8	0	-0.28
226200	0.088	3.597	0.165	2	NA	-95.8	0	-0.54
226200	0.013	0.826	0.106	3	NA	-87.82	0	-0.69
226300	0.088	3.597	0.165	2	NA	-95.8	0	-0.19
226300	0.013	0.826	0.106	3	NA	-87.82	0	-0.31
226400	0.088	3.597	0.165	2	NA	-95.8	0	-0.52
226400	0.013	0.826	0.068	3	NA	-90.37	0	0.69
226500	0.088	3.597	0.165	2	NA	-95.8	0	-0.09
226500	0.013	0.826	0.09	3	NA	-87.58	-1.47	-3.8
226600	0.064	3.597	0.222	3	NA	-91.41	0	-0.45
226600	0.013	0.826	0.099	3	NA	-87.53	0	-0.69
226700	0.064	3.597	0.222	3	NA	-91.41	0	-1.69
226700	0.013	0.826	0.102	3	NA	-88.9	0	0.69
226800	0.043	3.597	0.215	4	NA	-89.85	-1.75	-3.5
226800	0.013	0.826	0.107	3	NA	-91.86	0	-0.83
226900	0.043	3.597	0.212	4	NA	-90.65	0	-1.09
226900	0.013	0.826	0.106	3	NA	-91.11	0	-0.48
227000	0.043	3.597	0.215	4	NA	-89.85	-1.75	-3.5
227000	0.013	0.826	0.085	3	NA	-94.15	0	-0.79
227100	0.043	3.597	0.215	4	NA	-89.85	-1.75	-3.5
227100	0.013	0.113	0.099	2	NA	-92.66	0	-1.74
227200	0.043	3.597	0.215	4	NA	-89.85	0	-0.23
227200	0.013	0.113	0.099	2	NA	-92.66	0	-0.47
227300	0.043	3.597	0.215	4	NA	-89.85	0	-0.5
227300	0.013	0.113	0.099	2	NA	-92.66	0	-2.75
227400	0.043	3.597	0.206	4	NA	-90.76	0	0.69
227400	0.013	0.113	0.099	2	NA	-92.66	0	-0.42
227500	0.056	3.597	0.215	3	NA	-90.9	-1.47	-3.8
227500	0.013	0.113	0.099	2	NA	-92.66	0	-0.07
227600	0.056	3.597	0.215	3	NA	-90.9	-1.47	-3.8
227600	0.013	0.113	0.099	2	NA	-92.66	0	-0.55
227700	0.086	3.597	0.215	2	NA	-94.65	0	-1.18
227700	0.013	0.113	0.099	2	NA	-92.66	0	-0.04
227800	0.066	3.597	0.203	3	NA	-94.54	0	-0.69
227800	0.099	0.099	0.099	1	NA	-99	0	-1.66
227900	0.067	3.597	0.203	3	NA	-94.54	0	-0.56
227900	0.074	0.758	0.099	2	NA	-92.73	0	-1.39
228000	0.074	3.597	0.203	2	NA	-93.81	0	-2.48
228000	0.074	0.758	0.099	2	NA	-92.73	0	-0.11
228100	0.074	3.597	0.203	2	NA	-93.81	0	-0.02
228100	0.074	0.758	0.099	2	NA	-92.73	0	-0.22
228200	0.074	3.597	0.203	2	NA	-93.81	0	-0.15
228200	0.074	0.758	0.099	2	NA	-92.73	0	-2.81
228300	0.074	3.597	0.203	2	NA	-93.81	0	-0.5
228300	0.074	0.758	0.099	2	NA	-92.73	0	-1.43
228400	0.074	3.597	0.203	2	NA	-93.81	0	-0.53
228400	0.074	0.758	0.099	2	NA	-92.73	0	-0.04
228500	0.074	3.597	0.203	2	NA	-93.81	0	-2.46
228500	0.074	0.758	0.099	2	NA	-92.73	-1.06	-4.21
228600	0.074	3.597	0.203	2	NA	-93.81	0	-1.93
228600	0.074	0.758	0.099	2	NA	-92.73	0	-0.57
228700	0.074	3.597	0.203	2	NA	-93.81	-1.06	-4.21
228700	0.074	0.758	0.099	2	NA	-92.73	0	-0.13
228800	0.074	3.597	0.203	2	NA	-93.81	-1.06	-4.21
228800	0.074	0.758	0.099	2	NA	-92.73	-1.06	-4.21
228900	0.074	3.597	0.203	2	NA	-93.81	0	-0.19
228900	0.074	0.758	0.099	2	NA	-92.73	0	-1.02
229000	0.074	3.597	0.203	2	NA	-93.81	0	-0.06
229000	0.072	0.758	0.099	3	NA	-91.62	0	-0.69
229100	0.074	3.597	0.203	2	NA	-93.81	-1.06	-4.21
229100	0.047	0.758	0.065	3	NA	-95.45	0	-0.88
229200	0.074	3.597	0.203	2	NA	-93.81	0	-0.43
229200	0.047	0.758	0.099	3	NA	-89.53	0	0.69
229300	0.074	3.597	0.203	2	NA	-93.81	-1.06	-4.21
229300	0.047	0.758	0.099	3	NA	-89.53	0	-0.36
229400	0.074	3.597	0.203	2	NA	-93.81	-1.06	-4.21
229400	0.074	0.758	0.099	2	NA	-92.73	0	-1.01
229500	0.074	3.597	0.203	2	NA	-93.81	0	-1
229500	0.074	0.758	0.099	2	NA	-92.73	-1.06	-4.21
229600	0.074	3.597	0.203	2	NA	-93.81	0	-1.48
229600	0.099	0.099	0.099	1	NA	-99	0	-0.11
229700	0.074	3.597	0.203	2	NA	-93.81	-1.06	-4.21
229700	0.099	0.099	0.099	1	NA	-99	0	-0.47
229800	0.074	3.597	0.203	2	NA	-93.81	0	-2.33
229800	0.099	0.099	0.099	1	NA	-99	-0.37	-4.91
229900	0.074	3.597	0.203	2	NA	-93.81	0	-2.43
229900	0.099	0.099	0.099	1	NA	-99	0	-1
230000	0.074	3.597	0.203	2	NA	-93.81	0	-0.28
230000	0.099	0.099	0.099	1	NA	-99	0	-0.15
230100	0.074	3.597	0.203	2	NA	-93.81	0	-0.03
230100	0.099	0.099	0.099	1	NA	-99	0	-2.76
230200	0.074	3.597	0.203	2	NA	-93.81	0	-1.12
230200	0.099	0.099	0.099	1	NA	-99	0	-0.6
230300	0.074	3.597	0.203	2	NA	-93.81	0	-0.24
230300	0.099	0.099	0.099	1	NA	-99	0	-0.39
230400	0.074	3.597	0.203	2	NA	-93.81	0	-1.26
230400	0.099	0.099	0.099	1	NA	-99	0	-0.91
230500	0.074	3.597	0.203	2	NA	-93.81	0	-2.05
230500	0.099	0.099	0.099	1	NA	-99	-0.37	-4.91
230600	0.022	3.597	0.21	3	NA	-93.73	0	0.69
230600	0.099	0.099	0.099	1	NA	-99	0	-0.86
230700	0.022	3.597	0.206	3	NA	-92.45	-1.47	-3.8
230700	0.099	0.099	0.099	1	NA	-99	0	-0.79
230800	0.022	3.597	0.209	3	NA	-92.9	0	-0.69
230800	0.068	0.914	0.099	2	NA	-92.58	0	-1.19
230900	0.07	3.597	0.2	2	NA	-93.68	0	-0.32
230900	0.068	0.914	0.099	2	NA	-92.58	0	-6.5
231000	0.07	3.597	0.2	2	NA	-93.68	0	-0.87
231000	0.068	0.914	0.099	2	NA	-92.58	0	-0.06
231100	0.07	3.597	0.2	2	NA	-93.68	0	-2.45
231100	0.004	0.914	0.099	3	NA	-89.09	-1.47	-3.8
231200	0.07	3.597	0.2	2	NA	-93.68	0	-0.1
231200	0.004	0.914	0.083	3	NA	-91.35	0	-0.84
231300	0.07	3.597	0.2	2	NA	-93.68	0	-1.12
231300	0.004	0.914	0.102	3	NA	-88.3	0	-0.69
231400	0.07	3.597	0.2	2	NA	-93.68	0	-0.27
231400	0.004	0.914	0.096	3	NA	-89.64	0	-0.69
231500	0.07	3.597	0.2	2	NA	-93.68	0	-0.49
231500	0.004	0.914	0.103	3	NA	-89.72	0	-0.74
