state	min	max	mean	rates	root	lnL	lnL.p	lnL.h
287000	0.063	16.013	0.181	2	NA	-96.46	0.00	-0.56
287100	0.063	16.013	0.181	2	NA	-96.46	0.00	-0.62
287200	0.063	16.013	0.181	2	NA	-96.46	-1.06	-4.21
287300	0.063	16.013	0.181	2	NA	-96.46	0.00	-2.99
287400	0.063	16.013	0.181	2	NA	-96.46	0.00	-0.41
287500	0.063	16.013	0.181	2	NA	-96.46	0.00	-0.91
287600	0.063	16.013	0.181	2	NA	-96.46	-1.06	-4.21
287700	0.063	16.013	0.181	2	NA	-96.46	-1.06	-4.21
287800	0.063	16.013	0.181	2	NA	-96.46	0.00	-0.58
287900	0.063	16.013	0.181	2	NA	-96.46	-1.06	-4.21
288000	0.063	16.013	0.181	2	NA	-96.46	-1.06	-4.21
288100	0.063	16.013	0.181	2	NA	-96.46	0.00	-3.25
288200	0.063	16.013	0.181	2	NA	-96.46	0.00	-0.30
288300	0.063	16.013	0.181	2	NA	-96.46	0.00	-1.25
288400	0.063	16.013	0.181	2	NA	-96.46	-1.06	-4.21
288500	0.001	16.013	0.181	3	NA	-90.01	-1.47	-3.80
288600	0.001	16.013	0.650	3	NA	-89.44	0.00	-0.59
288700	0.001	16.013	0.415	3	NA	-90.62	0.00	-2.49
288800	0.001	16.013	0.180	4	NA	-87.28	0.00	-0.69
288900	0.001	16.013	0.178	4	NA	-88.27	0.00	0.69
289000	0.001	16.013	0.179	4	NA	-91.43	0.00	0.69
289100	0.001	16.013	0.180	4	NA	-87.28	0.00	-0.69
289200	0.001	16.106	0.424	4	NA	-88.89	-1.75	-3.50
289300	0.001	16.106	0.662	4	NA	-89.49	-1.75	-3.50
289400	0.001	16.106	0.698	4	NA	-92.83	0.00	-0.28
289500	0.001	16.106	0.227	3	NA	-91.32	0.00	-1.19
289600	0.110	16.106	0.227	2	NA	-97.82	-1.06	-4.21
289700	0.110	16.106	0.227	2	NA	-97.82	0.00	-0.82
289800	0.110	16.106	0.227	2	NA	-97.82	0.00	-1.84
289900	0.110	16.106	0.227	2	NA	-97.82	-1.06	-4.21
290000	0.110	16.106	0.227	2	NA	-97.82	-1.06	-4.21
290100	0.110	16.106	0.227	2	NA	-97.82	0.00	-0.31
290200	0.110	16.106	0.227	2	NA	-97.82	-1.06	-4.21
290300	0.110	16.106	0.227	2	NA	-97.82	-1.06	-4.21
290400	0.064	16.106	0.227	3	NA	-94.38	0.00	-2.08
290500	0.064	16.106	0.227	3	NA	-94.38	0.00	-0.69
290600	0.064	15.945	0.693	3	NA	-93.57	0.00	0.69
290700	0.110	15.945	0.226	2	NA	-97.82	0.00	-1.86
290800	0.110	15.945	0.226	2	NA	-97.82	0.00	-0.54
290900	0.110	15.945	0.226	2	NA	-97.82	0.00	-0.76
291000	0.110	15.945	0.226	2	NA	-97.82	-1.06	-4.21
291100	0.110	15.945	0.226	2	NA	-97.82	-1.06	-4.21
291200	0.110	15.945	0.226	2	NA	-97.82	-1.06	-4.21
291300	0.110	15.945	0.226	2	NA	-97.82	0.00	-2.85
291400	0.110	15.945	0.226	2	NA	-97.82	0.00	-1.16
291500	0.084	15.945	0.226	3	NA	-98.41	0.00	-0.69
291600	0.084	15.945	0.209	3	NA	-96.91	0.00	-0.69
291700	0.084	15.945	0.209	3	NA	-96.91	0.00	-0.86
291800	0.084	15.945	0.693	3	NA	-98.82	-1.47	-3.80
291900	0.084	78.367	0.675	4	NA	-95.89	-1.75	-3.50
292000	0.084	78.367	0.675	4	NA	-95.89	0.00	-0.43
292100	0.084	78.367	0.672	4	NA	-97.14	0.00	-0.69
292200	0.084	78.367	0.681	4	NA	-98.55	0.00	-0.69
292300	0.084	78.367	0.670	4	NA	-97.88	-1.75	-3.50
292400	0.084	78.367	2.972	4	NA	-100.23	0.00	-0.15
292500	0.084	78.367	0.694	4	NA	-98.03	0.00	-0.69
292600	0.093	78.367	0.673	3	NA	-97.63	0.00	-0.80
292700	0.093	78.367	0.684	3	NA	-95.71	-1.47	-3.80
292800	0.070	16.173	0.684	3	NA	-94.24	0.00	-0.84
292900	0.062	15.960	0.202	3	NA	-94.86	0.00	0.00
293000	0.062	15.960	0.669	3	NA	-93.91	0.00	-0.04
293100	0.062	15.960	0.202	3	NA	-94.86	-1.47	-3.80
293200	0.062	16.337	0.683	3	NA	-93.94	0.00	-0.08
293300	0.062	16.337	0.683	3	NA	-93.94	0.00	-0.69
293400	0.062	16.337	0.683	3	NA	-93.94	0.00	-3.44
293500	0.132	16.337	0.490	2	NA	-101.41	0.00	-3.15
293600	0.132	16.337	0.490	2	NA	-101.41	-1.06	-4.21
293700	0.132	16.337	0.490	2	NA	-101.41	-1.06	-4.21
293800	0.093	16.337	0.251	3	NA	-98.24	0.00	-0.69
293900	0.063	16.337	0.700	3	NA	-97.61	0.00	0.69
294000	0.103	16.337	0.700	2	NA	-98.37	0.00	-0.81
294100	0.103	16.337	0.700	2	NA	-98.37	0.00	-2.59
294200	0.103	16.337	0.700	2	NA	-98.37	0.00	-1.24
294300	0.103	16.337	0.700	2	NA	-98.37	0.00	-0.54
294400	0.103	16.337	0.700	2	NA	-98.37	0.00	-0.17
294500	0.103	16.337	0.700	2	NA	-98.37	0.00	-0.31
294600	0.103	16.337	0.700	2	NA	-98.37	0.00	-0.35
294700	0.063	16.337	0.538	3	NA	-96.79	-1.47	-3.80
294800	0.063	16.337	0.298	3	NA	-96.27	0.00	-0.69
294900	0.063	16.337	0.298	3	NA	-96.27	0.00	-1.07
295000	0.063	16.337	0.221	3	NA	-95.00	0.00	-0.69
295100	0.063	16.337	0.221	3	NA	-95.00	0.00	-0.69
295200	0.063	16.756	0.715	3	NA	-94.20	0.00	-1.45
295300	0.063	16.756	0.715	3	NA	-94.20	0.00	-0.69
295400	0.063	16.756	0.715	3	NA	-94.20	0.00	0.69
295500	0.063	16.756	0.715	3	NA	-94.20	0.00	-0.49
295600	0.063	16.756	0.224	3	NA	-95.01	0.00	-0.69
295700	0.063	16.756	0.224	3	NA	-95.01	0.00	-0.69
295800	0.066	16.756	0.715	3	NA	-94.27	-1.47	-3.80
295900	0.066	16.756	0.715	3	NA	-94.27	0.00	-2.43
296000	0.066	16.756	0.715	3	NA	-94.27	0.00	-0.69
296100	0.066	16.756	0.225	3	NA	-94.84	0.00	-0.69
296200	0.095	16.756	0.814	3	NA	-98.31	0.00	-0.69
296300	0.060	16.756	0.218	3	NA	-95.25	0.00	0.00
296400	0.060	16.756	0.218	3	NA	-95.25	0.00	-0.69
296500	0.096	16.756	0.218	2	NA	-96.68	0.00	-1.36
296600	0.096	16.756	0.218	2	NA	-96.68	0.00	-0.37
296700	0.096	16.756	0.218	2	NA	-96.68	0.00	-0.67
296800	0.069	16.756	0.208	3	NA	-94.46	0.00	0.69
296900	0.107	16.756	0.229	2	NA	-97.57	-1.06	-4.21
297000	0.107	16.756	0.229	2	NA	-97.57	-1.06	-4.21
297100	0.107	16.756	0.229	2	NA	-97.57	-1.06	-4.21
297200	0.108	16.756	0.720	2	NA	-98.95	0.00	-2.31
297300	0.061	16.756	0.229	3	NA	-95.28	0.00	-0.69
297400	0.061	16.756	0.474	3	NA	-95.74	-1.47	-3.80
297500	0.061	16.714	0.718	3	NA	-94.23	0.00	-0.07
297600	0.114	16.714	0.236	2	NA	-98.21	0.00	-0.43
297700	0.101	16.714	0.223	2	NA	-100.52	0.00	-0.39
297800	0.101	16.714	0.223	2	NA	-100.52	0.00	-0.79
297900	0.101	16.714	0.223	2	NA	-100.52	0.00	-0.57
298000	0.071	16.714	0.404	3	NA	-94.60	0.00	-0.76
298100	0.071	16.714	0.590	3	NA	-95.28	-1.47	-3.80
298200	0.071	16.714	0.252	3	NA	-95.96	-1.47	-3.80
298300	0.071	16.714	0.404	3	NA	-94.60	0.00	-0.69
298400	0.051	16.714	0.385	3	NA	-95.73	0.00	-0.69
298500	0.091	16.714	0.301	3	NA	-95.79	0.00	0.00
298600	0.091	16.714	0.609	3	NA	-96.64	-1.47	-3.80
298700	0.120	16.714	0.242	2	NA	-101.77	0.00	-2.45
298800	0.120	16.714	0.242	2	NA	-101.77	0.00	-1.12
298900	0.120	16.714	0.242	2	NA	-101.77	0.00	-0.21
299000	0.048	16.714	0.562	3	NA	-97.11	0.00	-1.27
299100	0.068	16.714	0.262	3	NA	-94.21	0.00	-2.74
299200	0.068	16.714	0.337	3	NA	-96.18	0.00	-1.79
299300	0.068	16.714	0.385	3	NA	-94.41	-1.47	-3.80
299400	0.068	16.714	0.286	3	NA	-94.25	0.00	-0.69
299500	0.080	16.505	0.225	3	NA	-95.89	0.00	0.69
299600	0.080	16.505	0.466	3	NA	-95.39	0.00	-0.69
299700	0.080	16.505	0.248	3	NA	-95.98	0.00	0.69
299800	0.080	16.505	0.587	3	NA	-95.55	0.00	-3.53
299900	0.080	7.708	0.248	2	NA	-96.07	0.00	-0.10
3e+05	0.080	7.708	0.248	2	NA	-96.07	0.00	-0.73
300100	0.080	7.708	0.248	2	NA	-96.07	-1.06	-4.21
300200	0.080	7.708	0.248	2	NA	-96.07	0.00	-0.03
300300	0.080	7.708	0.248	2	NA	-96.07	0.00	-0.15
300400	0.034	0.153	0.136	2	NA	-97.02	0.00	-2.54
300500	0.034	1.931	0.138	3	NA	-91.04	-1.47	-3.80
300600	0.034	1.931	0.085	3	NA	-93.94	0.00	0.69
300700	0.034	1.931	0.140	3	NA	-92.44	-1.47	-3.80
300800	0.034	1.931	0.138	3	NA	-91.04	0.00	-0.69
300900	0.034	1.931	0.138	3	NA	-91.04	0.00	-1.25
301000	0.034	1.931	0.141	3	NA	-92.56	0.00	-1.39
301100	0.034	1.931	0.134	3	NA	-92.46	0.00	-1.64
301200	0.034	1.931	0.133	3	NA	-92.20	-1.47	-3.80
301300	0.034	1.931	0.133	3	NA	-92.20	-1.47	-3.80
301400	0.034	1.931	0.134	3	NA	-92.62	-1.47	-3.80
301500	0.034	1.931	0.134	3	NA	-92.91	0.00	-0.69
301600	0.034	1.931	0.134	3	NA	-92.91	0.00	-0.21
301700	0.034	1.962	0.135	4	NA	-92.63	0.00	0.00
301800	0.033	1.962	0.115	5	NA	-91.15	-1.98	-3.27
301900	0.033	1.962	0.127	5	NA	-93.61	0.00	-0.69
302000	0.033	1.962	0.150	5	NA	-93.30	0.00	-0.33
302100	0.010	1.962	0.132	6	NA	-86.99	0.00	0.69
302200	0.010	1.962	0.147	5	NA	-87.98	-1.98	-3.27
302300	0.010	1.962	0.120	5	NA	-89.28	0.00	0.69
302400	0.010	1.962	0.116	5	NA	-89.99	0.00	-0.69
302500	0.010	1.962	0.143	4	NA	-90.95	-1.75	-3.50
302600	0.010	1.962	0.150	4	NA	-92.73	-1.75	-3.50
302700	0.010	1.962	0.147	4	NA	-90.04	0.00	0.69
302800	0.101	1.962	0.171	3	NA	-95.29	0.00	-0.69
302900	0.101	1.962	0.174	3	NA	-95.29	-1.47	-3.80
303000	0.068	4.492	0.170	3	NA	-94.77	-1.47	-3.80
303100	0.066	4.492	0.169	3	NA	-94.77	0.00	-0.08
303200	0.066	4.492	0.169	3	NA	-94.77	0.00	-0.36
303300	0.001	4.492	0.170	4	NA	-90.60	-1.75	-3.50
303400	0.001	4.492	0.169	4	NA	-89.03	0.00	0.69
303500	0.001	4.492	0.193	4	NA	-90.35	0.00	0.69
303600	0.001	4.492	0.138	4	NA	-91.33	0.00	-0.69
303700	0.001	1.962	0.138	3	NA	-92.51	0.00	0.69
303800	0.001	1.962	0.165	3	NA	-92.71	0.00	-0.10
303900	0.001	1.746	0.148	3	NA	-88.20	0.00	0.69
304000	0.001	1.746	0.125	3	NA	-87.22	-1.47	-3.80
304100	0.001	0.132	0.125	2	NA	-94.38	0.00	-1.43
304200	0.001	0.132	0.125	2	NA	-94.38	0.00	-0.26
304300	0.001	0.132	0.125	2	NA	-94.38	0.00	-0.95
304400	0.001	0.235	0.125	3	NA	-90.34	0.00	0.69
304500	0.001	0.235	0.135	3	NA	-90.37	-1.47	-3.80
304600	0.001	0.235	0.125	3	NA	-90.34	0.00	-0.96
304700	0.001	0.235	0.135	3	NA	-90.37	0.00	-0.40
304800	0.070	0.238	0.136	2	NA	-95.71	0.00	-0.49
304900	0.047	1.970	0.136	3	NA	-90.40	-1.47	-3.80
305000	0.047	1.970	0.141	3	NA	-91.77	0.00	0.69
305100	0.047	2.397	0.128	3	NA	-91.54	0.00	-0.69
305200	0.047	2.397	0.139	3	NA	-90.47	-1.47	-3.80
305300	0.047	2.397	0.139	3	NA	-90.47	0.00	-0.69
305400	0.047	2.397	0.139	3	NA	-90.47	0.00	-1.15
305500	0.047	2.397	0.139	3	NA	-90.47	0.00	-0.69
305600	0.047	2.397	0.128	4	NA	-91.31	0.00	-0.69
305700	0.047	2.397	0.123	4	NA	-90.39	0.00	-0.69
305800	0.047	2.397	0.128	3	NA	-89.93	0.00	0.00
305900	0.047	2.397	0.118	3	NA	-91.10	0.00	-0.69
306000	0.073	0.209	0.118	2	NA	-95.57	0.00	-0.24
306100	0.073	0.209	0.118	2	NA	-95.57	0.00	-0.37
306200	0.073	0.209	0.118	2	NA	-95.57	0.00	-1.27
306300	0.073	0.209	0.118	2	NA	-95.57	-1.06	-4.21
306400	0.073	0.209	0.118	2	NA	-95.57	-1.06	-4.21
306500	0.060	1.283	0.128	3	NA	-91.46	0.00	-0.69
306600	0.029	1.283	0.122	4	NA	-85.47	0.00	-0.69
306700	0.024	1.283	0.119	4	NA	-85.43	-1.75	-3.50
306800	0.014	1.283	0.128	5	NA	-80.81	0.00	-1.09
306900	0.014	1.283	0.122	5	NA	-81.28	0.00	-0.30
307000	0.014	1.283	0.116	5	NA	-79.56	0.00	-0.69
307100	0.040	1.283	0.121	4	NA	-87.58	-1.75	-3.50
307200	0.040	1.283	0.116	4	NA	-86.30	-1.75	-3.50
307300	0.040	1.283	0.082	4	NA	-86.78	-1.75	-3.50
307400	0.040	1.283	0.075	4	NA	-88.07	0.00	-0.69
307500	0.054	0.782	0.072	3	NA	-94.53	-1.47	-3.80
307600	0.054	0.443	0.073	3	NA	-93.94	0.00	-0.69
307700	0.054	0.443	0.072	3	NA	-93.64	0.00	-0.69
307800	0.054	0.443	0.153	3	NA	-93.94	-1.47	-3.80
307900	0.047	0.443	0.088	3	NA	-92.32	-1.47	-3.80
308000	0.047	0.443	0.095	3	NA	-91.04	0.00	-0.09
308100	0.047	0.443	0.096	3	NA	-91.92	0.00	-0.46
308200	0.042	0.443	0.092	4	NA	-89.19	0.00	-0.69
308300	0.048	0.419	0.103	3	NA	-92.36	0.00	-0.76
308400	0.048	0.419	0.097	3	NA	-93.61	0.00	-0.69
308500	0.048	0.419	0.098	3	NA	-91.49	0.00	-0.69
308600	0.048	0.419	0.088	3	NA	-91.87	-1.47	-3.80
308700	0.071	0.144	0.102	2	NA	-95.21	-1.06	-4.21
308800	0.071	0.144	0.102	2	NA	-95.21	-1.06	-4.21
308900	0.040	2.461	0.099	3	NA	-94.58	0.00	-0.69
309000	0.040	2.461	0.157	3	NA	-100.22	-1.47	-3.80
309100	0.040	2.461	0.099	3	NA	-94.58	0.00	0.00
309200	0.040	2.461	0.099	3	NA	-94.58	0.00	0.69
309300	0.040	2.461	0.099	3	NA	-94.58	0.00	-0.55
309400	0.040	2.461	0.102	3	NA	-95.53	0.00	0.69
309500	0.094	2.461	0.112	2	NA	-99.94	0.00	-0.44
309600	0.051	2.461	0.112	3	NA	-94.97	0.00	0.69
309700	0.091	1.206	0.100	2	NA	-95.71	1.06	4.21
309800	0.091	1.206	0.100	2	NA	-95.71	-1.06	-4.21
309900	0.091	1.206	0.100	2	NA	-95.71	0.00	-0.67
310000	0.100	0.100	0.100	1	NA	-99.03	0.00	-0.97
310100	0.100	0.100	0.100	1	NA	-99.03	-0.37	-4.91
310200	0.100	0.100	0.100	1	NA	-99.03	0.00	-0.09
310300	0.100	0.100	0.100	1	NA	-99.03	0.00	-0.11
310400	0.100	0.100	0.100	1	NA	-99.03	-0.37	-4.91
310500	0.100	0.100	0.100	1	NA	-99.03	-0.37	-4.91
310600	0.100	0.100	0.100	1	NA	-99.03	0.00	-0.61
310700	0.100	0.100	0.100	1	NA	-99.03	0.00	-1.81
310800	0.053	0.195	0.100	2	NA	-94.49	0.00	-1.41
310900	0.053	0.195	0.100	2	NA	-94.49	0.00	-0.35
311000	0.053	0.195	0.100	2	NA	-94.49	0.00	-0.33
311100	0.053	0.195	0.100	2	NA	-94.49	0.00	-1.03
311200	0.100	0.100	0.100	1	NA	-99.03	0.00	-0.13
311300	0.100	0.100	0.100	1	NA	-99.03	0.00	-0.45
311400	0.077	1.121	0.100	2	NA	-98.23	0.00	-0.35
311500	0.077	1.121	0.100	2	NA	-98.23	0.00	-0.29
311600	0.077	1.121	0.100	2	NA	-98.23	-1.06	-4.21
311700	0.100	0.100	0.100	1	NA	-99.03	0.00	-1.89
311800	0.100	0.100	0.100	1	NA	-99.03	0.00	-1.04
311900	0.100	0.100	0.100	1	NA	-99.03	0.00	-2.43
312000	0.100	0.100	0.100	1	NA	-99.03	0.00	-2.27
312100	0.046	0.209	0.100	2	NA	-95.01	-1.06	-4.21
312200	0.046	0.209	0.100	2	NA	-95.01	0.00	-2.05
312300	0.046	0.209	0.100	2	NA	-95.01	0.00	-0.82
312400	0.046	0.209	0.100	2	NA	-95.01	-1.06	-4.21
312500	0.046	0.209	0.100	2	NA	-95.01	0.00	-0.76
312600	0.046	0.209	0.100	2	NA	-95.01	0.00	-0.04
312700	0.046	0.209	0.100	2	NA	-95.01	0.00	-0.09
312800	0.046	0.209	0.100	2	NA	-95.01	0.00	-0.96
312900	0.046	0.209	0.100	2	NA	-95.01	0.00	-0.02
313000	0.046	0.209	0.100	2	NA	-95.01	0.00	-1.04
313100	0.046	0.209	0.100	2	NA	-95.01	0.00	-2.93
313200	0.046	0.209	0.100	2	NA	-95.01	0.00	-0.11
313300	0.046	0.209	0.100	2	NA	-95.01	0.00	-0.63
313400	0.046	0.209	0.100	2	NA	-95.01	0.00	-1.47
313500	0.046	0.209	0.100	2	NA	-95.01	0.00	-1.27
313600	0.046	0.209	0.100	2	NA	-95.01	0.00	-0.03
313700	0.046	0.209	0.100	2	NA	-95.01	-1.06	-4.21
313800	0.046	0.209	0.100	2	NA	-95.01	0.00	-0.14
313900	0.046	0.209	0.100	2	NA	-95.01	0.00	-1.17
314000	0.002	0.209	0.100	3	NA	-90.31	0.00	-0.33
314100	0.002	0.209	0.114	3	NA	-90.47	-1.47	-3.80
314200	0.002	0.209	0.109	3	NA	-89.27	0.00	-1.14
314300	0.045	0.209	0.109	2	NA	-93.72	1.06	4.21
314400	0.045	0.209	0.109	2	NA	-93.72	-1.06	-4.21
314500	0.045	0.209	0.109	2	NA	-93.72	-1.06	-4.21
314600	0.045	0.209	0.109	2	NA	-93.72	0.00	-1.19
314700	0.045	0.209	0.109	2	NA	-93.72	0.00	-0.02
314800	0.045	0.209	0.109	2	NA	-93.72	0.00	-0.26
314900	0.045	0.209	0.109	2	NA	-93.72	-1.06	-4.21
315000	0.109	0.109	0.109	1	NA	-99.50	-0.37	-4.91
315100	0.109	0.109	0.109	1	NA	-99.50	-0.37	-4.91
315200	0.109	0.109	0.109	1	NA	-99.50	0.00	-0.27
315300	0.109	0.109	0.109	1	NA	-99.50	0.00	-1.90
315400	0.109	0.109	0.109	1	NA	-99.50	-0.37	-4.91
315500	0.109	0.109	0.109	1	NA	-99.50	0.00	-1.53
315600	0.070	3.426	0.109	3	NA	-96.10	0.00	-0.69
315700	0.070	3.426	0.118	3	NA	-94.22	0.00	-0.69
315800	0.070	3.426	0.118	3	NA	-94.22	0.00	-0.69
315900	0.085	3.426	0.158	2	NA	-101.93	-1.06	-4.21
316000	0.158	0.158	0.158	1	NA	-103.61	0.00	-0.47
316100	0.066	4.256	0.158	2	NA	-101.29	0.00	-0.43
316200	0.066	4.256	0.158	2	NA	-101.29	0.00	-0.77
316300	0.066	4.256	0.158	2	NA	-101.29	0.00	-1.54
316400	0.066	4.256	0.158	2	NA	-101.29	0.00	-0.36
316500	0.051	4.256	0.201	3	NA	-93.89	0.00	-0.52
316600	0.051	4.256	0.201	3	NA	-93.89	0.00	-0.44
316700	0.051	4.256	0.193	3	NA	-94.83	0.00	-0.18
316800	0.051	4.256	0.157	3	NA	-93.86	-1.47	-3.80
316900	0.051	4.256	0.157	3	NA	-93.86	0.00	-0.69
317000	0.051	4.256	0.133	3	NA	-92.86	-1.47	-3.80
317100	0.051	4.256	0.198	3	NA	-94.68	0.00	-4.15
317200	0.021	4.256	0.200	4	NA	-88.73	0.00	-0.69
317300	0.021	4.256	0.126	4	NA	-89.28	0.00	0.69
317400	0.021	4.256	0.120	5	NA	-86.26	0.00	0.69
317500	0.021	4.256	0.182	5	NA	-85.36	0.00	-0.45
317600	0.021	4.256	0.180	5	NA	-84.76	0.00	0.69
317700	0.021	4.256	0.124	5	NA	-86.15	0.00	-0.69
317800	0.021	4.256	0.228	5	NA	-87.64	0.00	-0.69
317900	0.028	4.256	0.134	5	NA	-84.32	0.00	-1.12
318000	0.026	4.256	0.171	6	NA	-80.82	0.00	0.00
318100	0.026	4.256	0.171	5	NA	-82.75	0.00	-0.69
318200	0.028	4.256	0.111	5	NA	-83.49	0.00	-0.64
318300	0.028	4.256	0.111	5	NA	-83.49	0.00	-0.86
318400	0.028	4.256	0.173	5	NA	-83.43	-1.98	-3.27
318500	0.028	4.256	0.111	5	NA	-83.49	-1.98	-3.27
318600	0.028	4.256	0.117	5	NA	-82.85	0.00	-0.69
318700	0.029	4.080	0.116	5	NA	-87.23	0.00	-0.69
318800	0.031	4.080	0.235	4	NA	-95.34	1.75	3.50
318900	0.031	4.080	0.119	4	NA	-91.98	0.00	-3.55
319000	0.031	4.080	0.116	4	NA	-91.09	0.00	0.00
319100	0.031	4.080	0.116	4	NA	-91.09	0.00	-2.85
319200	0.031	4.080	0.116	4	NA	-91.09	0.00	-0.69
319300	0.034	4.080	0.118	4	NA	-90.95	-1.75	-3.50
319400	0.034	4.080	0.150	4	NA	-91.13	0.00	-0.69
319500	0.034	4.080	0.144	4	NA	-90.90	0.00	0.69
319600	0.034	4.080	0.149	4	NA	-92.25	0.00	0.00
319700	0.034	4.080	0.128	4	NA	-91.67	0.00	0.00
319800	0.034	4.080	0.128	4	NA	-91.67	0.00	-0.28
319900	0.040	2.553	0.117	4	NA	-87.64	0.00	-1.04
320000	0.040	2.553	0.123	4	NA	-87.04	0.00	-1.41
320100	0.040	2.553	0.123	4	NA	-87.04	0.00	-0.05
320200	0.040	2.553	0.124	4	NA	-88.97	-1.75	-3.50
320300	0.040	2.553	0.131	4	NA	-87.01	0.00	-4.26
320400	0.016	2.553	0.131	5	NA	-79.67	0.00	-1.65
320500	0.016	2.553	0.131	5	NA	-79.67	0.00	-1.07
320600	0.016	2.553	0.140	5	NA	-81.26	0.00	0.00
320700	0.016	2.553	0.135	5	NA	-79.73	0.00	-3.27
320800	0.016	2.553	0.135	5	NA	-79.73	0.00	-0.69
320900	0.016	2.553	0.135	5	NA	-79.73	-1.98	-3.27
321000	0.016	2.553	0.111	5	NA	-80.55	0.00	0.69
321100	0.016	2.553	0.111	5	NA	-80.55	-1.98	-3.27
321200	0.016	2.553	0.111	5	NA	-80.55	0.00	0.00
321300	0.016	2.553	0.130	5	NA	-83.08	0.00	0.00
321400	0.016	2.553	0.151	5	NA	-82.63	0.00	0.00
321500	0.016	2.553	0.130	5	NA	-79.66	0.00	-0.77
321600	0.016	2.553	0.130	5	NA	-79.66	0.00	-1.23
321700	0.016	2.553	0.139	5	NA	-79.82	0.00	-0.14
321800	0.016	2.553	0.139	5	NA	-79.82	0.00	-0.01
321900	0.016	2.553	0.139	5	NA	-79.82	0.00	-0.42
322000	0.016	2.553	0.144	5	NA	-81.42	-1.98	-3.27
322100	0.016	2.553	0.139	5	NA	-79.82	1.75	3.50
322200	0.016	2.553	0.136	5	NA	-79.70	0.00	0.00
322300	0.016	2.553	0.136	5	NA	-79.70	0.00	-0.03
322400	0.016	2.553	0.136	5	NA	-79.70	-1.98	-3.27
322500	0.016	2.553	0.136	5	NA	-79.70	0.00	-2.47
322600	0.016	2.553	0.140	5	NA	-81.30	-1.98	-3.27
322700	0.016	2.553	0.110	5	NA	-80.17	0.00	-0.43
322800	0.016	2.553	0.110	5	NA	-80.17	0.00	-5.22
322900	0.016	2.553	0.110	5	NA	-80.17	0.00	-0.71
323000	0.016	2.553	0.110	5	NA	-80.17	0.00	0.00
323100	0.016	2.553	0.112	5	NA	-81.21	0.00	-0.69
323200	0.016	2.437	0.123	5	NA	-81.63	0.00	-0.69
323300	0.016	2.437	0.109	5	NA	-80.15	0.00	-0.69
323400	0.016	2.437	0.094	5	NA	-82.62	0.00	-1.72
323500	0.040	2.437	0.135	4	NA	-88.11	-1.75	-3.50
323600	0.040	2.437	0.117	4	NA	-87.15	-1.75	-3.50
323700	0.040	2.437	0.131	4	NA	-86.96	-1.75	-3.50
323800	0.040	2.437	0.121	4	NA	-88.29	0.00	0.69
323900	0.040	2.437	0.121	4	NA	-88.29	0.00	-0.22
324000	0.040	2.589	0.118	4	NA	-87.17	-1.75	-3.50
324100	0.072	2.589	0.134	3	NA	-93.63	0.00	-0.45
324200	0.072	2.589	0.134	3	NA	-93.63	0.00	0.69
324300	0.060	2.589	0.127	3	NA	-91.25	-1.47	-3.80
324400	0.060	2.589	0.097	3	NA	-92.49	-1.47	-3.80
324500	0.088	2.589	0.107	2	NA	-97.44	0.00	-0.13
324600	0.102	2.589	0.120	2	NA	-98.10	-1.06	-4.21
324700	0.055	2.589	0.120	3	NA	-91.51	0.00	-0.69
324800	0.031	2.589	0.129	4	NA	-86.79	0.00	-0.69
324900	0.031	2.589	0.161	4	NA	-86.60	-1.75	-3.50
325000	0.031	2.589	0.161	4	NA	-86.60	0.00	-1.07
325100	0.018	2.589	0.162	5	NA	-80.27	0.00	0.69
325200	0.018	2.589	0.144	5	NA	-80.01	-1.98	-3.27
325300	0.018	2.589	0.176	5	NA	-81.92	0.00	0.69
325400	0.018	2.589	0.112	5	NA	-81.64	1.75	3.50
325500	0.052	2.203	0.189	4	NA	-94.29	0.00	-0.30
325600	0.052	2.203	0.172	4	NA	-93.25	-1.75	-3.50
325700	0.038	3.953	0.206	6	NA	-88.17	-2.16	-3.08
325800	0.038	3.953	0.115	6	NA	-86.82	-2.16	-3.08
325900	0.038	4.336	0.239	6	NA	-87.53	-2.16	-3.08
326000	0.025	4.336	0.207	7	NA	-86.25	0.00	-0.76
326100	0.025	4.336	0.207	7	NA	-86.25	0.00	-0.69
326200	0.038	4.336	0.312	6	NA	-93.95	0.00	-1.43
326300	0.061	4.336	0.213	5	NA	-93.68	0.00	-0.69
326400	0.069	4.336	0.117	4	NA	-98.26	0.00	0.69
326500	0.052	4.336	0.117	5	NA	-93.01	0.00	-0.69
326600	0.053	4.336	0.222	4	NA	-91.86	0.00	-0.69
326700	0.069	4.336	0.128	3	NA	-91.43	0.00	-0.69
326800	0.069	4.336	0.128	3	NA	-91.43	0.00	0.69
326900	0.056	4.336	0.116	4	NA	-89.49	0.00	-0.69
327000	0.056	4.336	0.189	4	NA	-90.46	0.00	0.69
327100	0.056	4.336	0.128	4	NA	-90.03	0.00	-0.69
327200	0.056	4.336	0.181	4	NA	-89.56	0.00	-0.69
327300	0.056	4.336	0.116	4	NA	-91.64	0.00	-0.69
327400	0.056	0.810	0.087	3	NA	-93.39	0.00	-2.08
327500	0.032	0.657	0.090	4	NA	-88.93	0.00	-0.01
327600	0.058	0.517	0.071	3	NA	-91.42	0.00	-1.45
327700	0.058	0.671	0.072	3	NA	-91.38	0.00	-0.69
327800	0.058	0.671	0.081	4	NA	-91.95	0.00	-1.53
