state	min	max	mean	rates	root	lnL	lnL.p	lnL.h
559300	0.090	0.884	0.096	3	NA	-98.94	0.00	-0.31
559400	0.127	0.137	0.129	2	NA	-100.73	0.00	-0.54
559500	0.127	0.137	0.129	2	NA	-100.73	0.00	-0.06
559600	0.129	0.129	0.129	1	NA	-100.97	0.00	-3.61
559700	0.129	0.129	0.129	1	NA	-100.97	-0.37	-4.91
559800	0.129	0.129	0.129	1	NA	-100.97	0.00	-3.88
559900	0.129	0.129	0.129	1	NA	-100.97	0.00	-0.73
560000	0.129	0.129	0.129	1	NA	-100.97	0.00	-0.45
560100	0.058	1.841	0.128	3	NA	-91.21	0.00	0.69
560200	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.13
560300	0.059	1.841	0.124	2	NA	-93.18	0.00	-2.09
560400	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.43
560500	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.61
560600	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.04
560700	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.20
560800	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.37
560900	0.059	1.841	0.124	2	NA	-93.18	-1.06	-4.21
561000	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.32
561100	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.98
561200	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.37
561300	0.059	1.841	0.124	2	NA	-93.18	-1.06	-4.21
561400	0.059	1.841	0.124	2	NA	-93.18	-1.06	-4.21
561500	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.05
561600	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.25
561700	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.11
561800	0.059	1.841	0.124	2	NA	-93.18	0.00	-1.62
561900	0.059	1.841	0.124	2	NA	-93.18	0.00	-1.25
562000	0.059	1.841	0.124	2	NA	-93.18	0.00	-2.97
562100	0.059	1.841	0.124	2	NA	-93.18	0.00	-2.48
562200	0.059	1.841	0.124	2	NA	-93.18	0.00	-5.02
562300	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.54
562400	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.23
562500	0.059	1.841	0.124	2	NA	-93.18	0.00	-0.49
562600	0.059	1.841	0.124	2	NA	-93.18	-1.06	-4.21
562700	0.059	1.841	0.124	2	NA	-93.18	-1.06	-4.21
562800	0.059	1.841	0.124	2	NA	-93.18	0.00	-1.53
562900	0.038	1.841	0.126	3	NA	-91.66	-1.47	-3.80
563000	0.038	1.841	0.124	3	NA	-91.15	-1.47	-3.80
563100	0.038	1.841	0.113	3	NA	-93.01	0.00	-0.31
563200	0.038	1.841	0.127	3	NA	-92.73	0.00	-1.17
563300	0.038	1.841	0.127	3	NA	-92.73	0.00	-0.35
563400	0.038	1.841	0.117	3	NA	-94.07	0.00	-2.26
563500	0.038	1.841	0.117	3	NA	-93.95	0.00	-0.66
563600	0.051	1.841	0.117	3	NA	-94.12	0.00	0.69
563700	0.052	0.119	0.117	2	NA	-99.57	0.00	-0.45
563800	0.052	0.119	0.117	2	NA	-99.57	0.00	-1.26
563900	0.117	0.117	0.117	1	NA	-100.03	0.00	-0.08
564000	0.094	0.734	0.117	2	NA	-94.27	0.00	-1.04
564100	0.094	0.734	0.117	2	NA	-94.27	0.00	-0.23
564200	0.094	0.734	0.117	2	NA	-94.27	0.00	-1.03
564300	0.056	5.034	0.117	3	NA	-94.48	0.00	-0.97
564400	0.056	5.034	0.117	3	NA	-94.48	0.00	0.00
564500	0.056	5.034	0.117	3	NA	-94.48	0.00	-1.27
564600	0.056	5.034	0.117	3	NA	-94.48	0.00	-0.69
564700	0.056	5.034	0.117	3	NA	-94.48	0.00	-1.42
564800	0.094	0.734	0.117	2	NA	-94.27	0.00	-3.04
564900	0.094	0.734	0.117	2	NA	-94.27	0.00	-0.08
565000	0.117	0.117	0.117	1	NA	-100.03	-0.37	-4.91
565100	0.117	0.117	0.117	1	NA	-100.03	0.00	-0.33
565200	0.117	0.117	0.117	1	NA	-100.03	0.00	-0.48
565300	0.117	0.117	0.117	1	NA	-100.03	0.00	-0.39
565400	0.117	0.117	0.117	1	NA	-100.03	0.00	-0.53
565500	0.117	0.117	0.117	1	NA	-100.03	0.00	-0.50
565600	0.078	1.832	0.117	2	NA	-94.88	0.00	-1.06
565700	0.117	0.117	0.117	1	NA	-100.03	0.00	-2.63
565800	0.117	0.117	0.117	1	NA	-100.03	0.00	-0.66
565900	0.068	6.681	0.117	2	NA	-95.68	0.00	-0.20
566000	0.068	6.681	0.117	2	NA	-95.68	0.00	-4.76
566100	0.068	6.681	0.117	2	NA	-95.68	-1.06	-4.21
566200	0.068	6.681	0.117	2	NA	-95.68	0.00	-0.45
566300	0.068	6.681	0.117	2	NA	-95.68	-1.06	-4.21
566400	0.068	6.681	0.117	2	NA	-95.68	0.00	-1.20
566500	0.068	6.681	0.117	2	NA	-95.68	-1.06	-4.21
566600	0.068	6.681	0.117	2	NA	-95.68	-1.06	-4.21
566700	0.068	6.681	0.117	2	NA	-95.68	0.00	-1.41
566800	0.117	0.117	0.117	1	NA	-100.03	-0.37	-4.91
566900	0.117	0.117	0.117	1	NA	-100.03	-0.37	-4.91
567000	0.117	0.117	0.117	1	NA	-100.03	-0.37	-4.91
567100	0.117	0.117	0.117	1	NA	-100.03	0.00	-0.41
567200	0.016	0.126	0.117	2	NA	-95.99	0.00	-0.23
567300	0.016	0.126	0.117	2	NA	-95.99	0.00	-4.12
567400	0.016	0.126	0.117	2	NA	-95.99	0.00	-0.02
567500	0.016	1.669	0.140	3	NA	-90.37	0.00	-0.44
567600	0.016	1.669	0.140	3	NA	-90.37	0.00	-1.53
567700	0.016	1.669	0.142	3	NA	-91.67	0.00	-0.47
567800	0.016	1.669	0.094	3	NA	-91.81	0.00	-1.37
567900	0.016	1.669	0.140	3	NA	-90.37	0.00	-0.69
568000	0.016	1.669	0.140	3	NA	-90.38	0.00	-2.47
568100	0.016	1.669	0.140	3	NA	-90.38	0.00	-0.69
568200	0.052	1.669	0.112	2	NA	-93.84	0.00	-0.88
568300	0.052	1.669	0.112	2	NA	-93.84	0.00	-0.32
568400	0.050	1.669	0.110	3	NA	-94.59	0.00	-0.69
568500	0.050	1.669	0.110	3	NA	-94.59	0.00	-1.39
568600	0.050	1.669	0.110	3	NA	-94.59	-1.47	-3.80
568700	0.050	1.669	0.112	3	NA	-95.06	0.00	-0.45
568800	0.050	1.669	0.110	3	NA	-94.59	0.00	-0.69
568900	0.050	1.669	0.112	3	NA	-95.06	0.00	0.69
569000	0.050	1.669	0.112	3	NA	-95.06	0.00	0.00
569100	0.050	1.669	0.110	3	NA	-94.59	-1.47	-3.80
569200	0.050	1.669	0.110	3	NA	-94.59	0.00	-0.84
569300	0.051	1.669	0.110	2	NA	-94.10	0.00	-1.97
569400	0.110	0.110	0.110	1	NA	-99.58	0.00	-0.15
569500	0.110	0.110	0.110	1	NA	-99.58	0.00	-0.09
569600	0.110	0.110	0.110	1	NA	-99.58	-0.37	-4.91
569700	0.110	0.110	0.110	1	NA	-99.58	0.00	-0.29
569800	0.110	0.110	0.110	1	NA	-99.58	0.00	-0.68
569900	0.110	0.110	0.110	1	NA	-99.58	0.00	-0.08
570000	0.110	0.110	0.110	1	NA	-99.58	0.00	-0.45
570100	0.064	6.370	0.110	2	NA	-96.00	0.00	-2.28
570200	0.064	6.370	0.110	2	NA	-96.00	0.00	-2.32
570300	0.064	6.370	0.110	2	NA	-96.00	0.00	-2.03
570400	0.064	6.370	0.110	2	NA	-96.00	0.00	-0.69
570500	0.069	0.264	0.110	2	NA	-98.10	0.00	-1.41
570600	0.110	0.110	0.110	1	NA	-99.58	0.00	-2.74
570700	0.110	0.110	0.110	1	NA	-99.58	0.00	-0.06
570800	0.110	0.110	0.110	1	NA	-99.58	0.00	-0.24
570900	0.110	0.110	0.110	1	NA	-99.58	0.00	-0.25
571000	0.110	0.110	0.110	1	NA	-99.58	0.00	-0.01
571100	0.110	0.110	0.110	1	NA	-99.58	0.00	-1.01
571200	0.051	0.192	0.110	2	NA	-94.60	0.00	-0.69
571300	0.051	0.192	0.110	2	NA	-94.60	0.00	-0.36
571400	0.051	0.192	0.110	2	NA	-94.60	0.00	-0.21
571500	0.051	0.192	0.110	2	NA	-94.60	0.00	-2.18
571600	0.051	0.192	0.110	2	NA	-94.60	-1.06	-4.21
571700	0.051	0.145	0.088	2	NA	-93.26	0.00	-0.53
571800	0.051	0.145	0.088	2	NA	-93.26	0.00	-1.02
571900	0.051	0.145	0.088	2	NA	-93.26	0.00	-2.28
572000	0.051	0.145	0.088	2	NA	-93.26	0.00	-0.23
572100	0.088	0.088	0.088	1	NA	-98.79	0.00	-1.04
572200	0.088	0.088	0.088	1	NA	-98.79	-0.37	-4.91
572300	0.088	0.088	0.088	1	NA	-98.79	0.00	-0.54
572400	0.088	0.088	0.088	1	NA	-98.79	0.00	-0.33
572500	0.088	0.088	0.088	1	NA	-98.79	0.00	-1.34
572600	0.088	0.088	0.088	1	NA	-98.79	0.00	-2.19
572700	0.088	0.088	0.088	1	NA	-98.79	0.00	-1.76
572800	0.088	0.088	0.088	1	NA	-98.79	0.00	-2.35
572900	0.088	0.088	0.088	1	NA	-98.79	-0.37	-4.91
573000	0.088	0.088	0.088	1	NA	-98.79	-0.37	-4.91
573100	0.088	0.088	0.088	1	NA	-98.79	-0.37	-4.91
573200	0.088	0.088	0.088	1	NA	-98.79	0.00	-1.28
573300	0.088	0.088	0.088	1	NA	-98.79	-0.37	-4.91
573400	0.088	0.088	0.088	1	NA	-98.79	0.00	-2.38
573500	0.088	0.088	0.088	1	NA	-98.79	-0.37	-4.91
573600	0.088	0.088	0.088	1	NA	-98.79	0.00	-0.75
573700	0.088	0.088	0.088	1	NA	-98.79	0.00	-0.25
573800	0.088	0.088	0.088	1	NA	-98.79	0.00	-0.75
573900	0.088	0.088	0.088	1	NA	-98.79	0.00	-1.92
574000	0.088	0.088	0.088	1	NA	-98.79	0.00	-0.15
574100	0.051	0.139	0.088	2	NA	-94.02	-1.06	-4.21
574200	0.051	0.139	0.088	2	NA	-94.02	-1.06	-4.21
574300	0.051	0.139	0.088	2	NA	-94.02	0.00	-0.58
574400	0.051	0.139	0.088	2	NA	-94.02	0.00	-1.63
574500	0.051	0.139	0.088	2	NA	-94.02	0.00	-2.79
574600	0.051	0.139	0.088	2	NA	-94.02	-1.06	-4.21
574700	0.051	0.819	0.097	3	NA	-90.55	0.00	-0.69
574800	0.051	0.819	0.126	3	NA	-96.16	-1.47	-3.80
574900	0.051	0.819	0.106	3	NA	-96.34	-1.47	-3.80
575000	0.051	0.106	0.106	2	NA	-99.18	-1.06	-4.21
575100	0.051	0.106	0.106	2	NA	-99.18	0.00	-0.70
575200	0.106	0.106	0.106	1	NA	-99.33	0.00	-0.50
575300	0.106	0.106	0.106	1	NA	-99.33	0.00	-2.18
575400	0.106	0.106	0.106	1	NA	-99.33	0.00	-0.16
575500	0.106	0.106	0.106	1	NA	-99.33	-0.37	-4.91
575600	0.106	0.106	0.106	1	NA	-99.33	0.00	-0.92
575700	0.106	0.106	0.106	1	NA	-99.33	0.00	-1.15
575800	0.106	0.106	0.106	1	NA	-99.33	0.00	-0.23
575900	0.106	0.106	0.106	1	NA	-99.33	-0.37	-4.91
576000	0.106	0.106	0.106	1	NA	-99.33	0.00	-0.74
576100	0.070	4.914	0.106	2	NA	-95.48	0.00	-0.20
576200	0.070	4.914	0.106	2	NA	-95.48	0.00	-0.12
576300	0.002	4.914	0.105	3	NA	-89.67	0.00	-0.69
576400	0.002	4.914	0.248	3	NA	-89.99	0.00	-0.74
576500	0.002	4.914	0.247	3	NA	-88.41	0.00	-0.02
576600	0.069	4.914	0.247	2	NA	-94.03	0.00	-0.67
576700	0.069	4.914	0.247	2	NA	-94.03	0.00	-0.27
576800	0.069	4.914	0.247	2	NA	-94.03	0.00	-0.25
576900	0.069	4.914	0.247	2	NA	-94.03	0.00	-2.95
577000	0.069	4.914	0.247	2	NA	-94.03	-1.06	-4.21
577100	0.069	4.914	0.247	2	NA	-94.03	0.00	-0.04
577200	0.069	4.914	0.247	2	NA	-94.03	0.00	-0.06
577300	0.069	4.914	0.247	2	NA	-94.03	0.00	-0.65
577400	0.069	4.914	0.247	2	NA	-94.03	0.00	-1.22
577500	0.069	4.914	0.247	2	NA	-94.03	0.00	-0.77
577600	0.069	4.914	0.247	2	NA	-94.03	0.00	-0.52
577700	0.069	4.914	0.247	2	NA	-94.03	-1.06	-4.21
577800	0.069	4.914	0.247	2	NA	-94.03	-1.06	-4.21
577900	0.042	4.914	0.247	3	NA	-92.25	0.00	-0.69
578000	0.073	4.914	0.109	2	NA	-95.41	0.00	-0.72
578100	0.109	0.109	0.109	1	NA	-99.47	0.00	-2.10
578200	0.051	0.117	0.109	2	NA	-97.27	-1.06	-4.21
578300	0.051	0.117	0.109	2	NA	-97.27	0.00	-0.61
578400	0.109	0.109	0.109	1	NA	-99.47	0.00	-0.11
578500	0.109	0.109	0.109	1	NA	-99.47	-0.37	-4.91
578600	0.109	0.109	0.109	1	NA	-99.47	-0.37	-4.91
578700	0.109	0.109	0.109	1	NA	-99.47	0.00	-1.14
578800	0.109	0.109	0.109	1	NA	-99.47	0.00	-0.11
578900	0.109	0.109	0.109	1	NA	-99.47	-0.37	-4.91
579000	0.109	0.109	0.109	1	NA	-99.47	0.00	-1.76
579100	0.109	0.109	0.109	1	NA	-99.47	0.00	-1.83
579200	0.109	0.109	0.109	1	NA	-99.47	0.00	-1.25
579300	0.109	0.109	0.109	1	NA	-99.47	0.00	-0.21
579400	0.109	0.109	0.109	1	NA	-99.47	0.00	-0.53
579500	0.034	0.154	0.109	2	NA	-95.74	0.00	-0.28
579600	0.034	0.154	0.109	2	NA	-95.74	0.00	-0.48
579700	0.034	0.154	0.109	2	NA	-95.74	0.00	-0.04
579800	0.034	0.154	0.109	2	NA	-95.74	0.00	-0.49
579900	0.109	0.109	0.109	1	NA	-99.47	-0.37	-4.91
580000	0.109	0.109	0.109	1	NA	-99.47	0.00	-0.39
580100	0.109	0.109	0.109	1	NA	-99.47	0.00	-0.63
580200	0.109	0.109	0.109	1	NA	-99.47	0.00	-0.61
580300	0.109	0.109	0.109	1	NA	-99.47	-0.37	-4.91
580400	0.109	0.109	0.109	1	NA	-99.47	0.00	-4.13
580500	0.055	0.192	0.109	2	NA	-93.70	-1.06	-4.21
580600	0.055	0.192	0.109	2	NA	-93.70	0.00	-0.97
580700	0.055	0.192	0.109	2	NA	-93.70	0.00	-0.40
580800	0.055	0.192	0.109	2	NA	-93.70	0.00	-0.98
580900	0.055	0.192	0.109	2	NA	-93.70	0.00	-1.14
581000	0.055	0.192	0.109	2	NA	-93.70	0.00	-1.00
581100	0.000	0.192	0.108	3	NA	-87.01	0.00	-0.69
581200	0.000	1.221	0.099	4	NA	-84.27	0.00	-0.69
581300	0.000	1.221	0.111	4	NA	-83.88	0.00	0.69
581400	0.000	1.221	0.111	4	NA	-83.88	-1.75	-3.50
581500	0.038	1.221	0.107	3	NA	-88.71	0.00	-0.69
581600	0.038	1.221	0.112	3	NA	-89.98	-1.47	-3.80
581700	0.038	1.221	0.107	3	NA	-88.71	0.00	-1.11
581800	0.053	0.192	0.107	2	NA	-93.58	0.00	-0.43
581900	0.025	1.092	0.101	4	NA	-86.29	-1.75	-3.50
582000	0.025	1.092	0.107	4	NA	-84.88	0.00	0.69
582100	0.017	1.092	0.113	5	NA	-79.73	-1.98	-3.27
582200	0.042	1.092	0.104	4	NA	-88.15	-1.75	-3.50
582300	0.042	1.092	0.117	4	NA	-87.72	0.00	0.69
582400	0.042	1.092	0.113	4	NA	-86.51	0.00	-1.50
582500	0.043	1.092	0.114	4	NA	-86.73	0.00	-2.00
582600	0.034	1.092	0.103	5	NA	-82.99	0.00	-1.38
582700	0.043	1.092	0.107	4	NA	-89.36	-1.75	-3.50
582800	0.043	1.092	0.107	4	NA	-86.75	-1.75	-3.50
582900	0.057	0.280	0.104	3	NA	-93.61	0.00	-0.69
583000	0.071	0.174	0.114	2	NA	-95.47	0.00	-1.24
583100	0.071	0.174	0.114	2	NA	-95.47	0.00	-3.51
583200	0.030	3.258	0.110	3	NA	-88.90	0.00	-0.69
583300	0.030	3.258	0.110	3	NA	-88.90	0.00	-0.69
583400	0.030	3.258	0.114	3	NA	-90.20	0.00	-0.13
583500	0.030	3.258	0.110	3	NA	-88.90	0.00	-0.69
583600	0.030	3.258	0.114	3	NA	-90.20	-1.47	-3.80
583700	0.030	3.258	0.110	3	NA	-88.90	0.00	-1.43
583800	0.069	0.173	0.110	2	NA	-94.55	-1.06	-4.21
583900	0.069	0.173	0.110	2	NA	-94.55	-1.06	-4.21
584000	0.050	1.606	0.113	3	NA	-90.66	0.00	-1.37
584100	0.050	1.606	0.110	3	NA	-89.69	0.00	-0.69
584200	0.050	1.606	0.093	3	NA	-90.55	0.00	-0.69
584300	0.050	1.606	0.093	3	NA	-90.55	0.00	0.00
584400	0.050	1.606	0.091	3	NA	-89.92	-1.47	-3.80
584500	0.069	0.125	0.091	2	NA	-94.76	0.00	-1.27
584600	0.069	0.125	0.091	2	NA	-94.76	0.00	-0.34
584700	0.069	0.125	0.091	2	NA	-94.76	0.00	-1.75
584800	0.069	0.125	0.091	2	NA	-94.76	0.00	-0.23
584900	0.069	0.125	0.091	2	NA	-94.76	0.00	-0.49
585000	0.069	0.125	0.091	2	NA	-94.76	0.00	-0.80
585100	0.069	0.125	0.091	2	NA	-94.76	0.00	-0.64
585200	0.069	0.125	0.091	2	NA	-94.76	0.00	-0.14
585300	0.040	1.375	0.091	4	NA	-89.34	0.00	0.69
585400	0.040	1.375	0.144	4	NA	-91.32	0.00	-0.08
585500	0.057	1.167	0.093	3	NA	-94.88	0.00	-0.38
585600	0.057	1.167	0.107	3	NA	-94.13	0.00	-0.69
585700	0.099	1.167	0.107	2	NA	-99.66	0.00	-0.81
585800	0.099	1.167	0.107	2	NA	-99.66	0.00	-0.12
585900	0.048	1.167	0.117	3	NA	-95.37	0.00	-0.02
586000	0.048	1.167	0.107	3	NA	-93.77	0.00	-1.77
586100	0.048	1.167	0.100	3	NA	-94.58	0.00	-1.46
586200	0.061	0.180	0.100	2	NA	-94.47	0.00	-0.50
586300	0.061	0.180	0.100	2	NA	-94.47	0.00	-0.27
586400	0.061	0.180	0.100	2	NA	-94.47	0.00	-0.48
586500	0.061	0.180	0.100	2	NA	-94.47	0.00	-0.41
586600	0.100	0.100	0.100	1	NA	-99.05	0.00	-0.21
586700	0.100	0.100	0.100	1	NA	-99.05	0.00	-0.46
586800	0.078	0.684	0.100	2	NA	-92.97	0.00	-0.47
586900	0.063	2.071	0.146	3	NA	-94.28	0.00	0.69
587000	0.063	2.071	0.086	3	NA	-92.44	0.00	-0.45
587100	0.057	2.071	0.087	3	NA	-90.26	-1.47	-3.80
587200	0.057	2.071	0.087	3	NA	-90.26	0.00	-1.71
587300	0.057	2.071	0.087	3	NA	-90.26	0.00	-0.69
587400	0.057	2.071	0.129	3	NA	-94.53	0.00	-0.69
587500	0.057	2.071	0.087	3	NA	-90.26	0.00	0.69
587600	0.057	2.071	0.087	3	NA	-90.26	-1.47	-3.80
587700	0.062	0.468	0.081	3	NA	-92.04	0.00	-0.69
587800	0.062	0.468	0.117	3	NA	-92.97	-1.47	-3.80
587900	0.062	0.468	0.105	3	NA	-92.46	0.00	-0.69
588000	0.062	0.468	0.087	3	NA	-89.84	0.00	0.69
588100	0.110	0.468	0.113	2	NA	-97.60	-1.06	-4.21
588200	0.080	1.113	0.098	3	NA	-94.59	0.00	-0.17
588300	0.080	1.113	0.103	3	NA	-93.26	-1.47	-3.80
588400	0.080	1.113	0.098	3	NA	-94.59	0.00	0.00
588500	0.063	1.113	0.088	3	NA	-92.79	0.00	-0.28
588600	0.063	1.113	0.083	3	NA	-92.92	-1.47	-3.80
588700	0.095	0.468	0.097	2	NA	-96.34	0.00	-2.26
588800	0.095	0.468	0.097	2	NA	-96.34	0.00	-0.01
588900	0.097	0.097	0.097	1	NA	-98.94	-0.37	-4.91
589000	0.097	0.097	0.097	1	NA	-98.94	-0.37	-4.91
589100	0.097	0.097	0.097	1	NA	-98.94	0.00	-1.58
589200	0.097	0.097	0.097	1	NA	-98.94	0.00	-0.96
589300	0.097	0.097	0.097	1	NA	-98.94	0.00	-0.21
589400	0.097	0.097	0.097	1	NA	-98.94	0.00	-1.31
589500	0.097	0.097	0.097	1	NA	-98.94	0.00	-0.33
589600	0.097	0.097	0.097	1	NA	-98.94	-0.37	-4.91
589700	0.097	0.097	0.097	1	NA	-98.94	0.00	-0.40
589800	0.097	0.097	0.097	1	NA	-98.94	0.00	-0.38
589900	0.097	0.097	0.097	1	NA	-98.94	0.00	-0.05
590000	0.097	0.097	0.097	1	NA	-98.94	0.00	-0.07
590100	0.097	0.097	0.097	1	NA	-98.94	-0.37	-4.91
590200	0.020	0.629	0.100	3	NA	-89.92	-1.47	-3.80
590300	0.020	0.629	0.097	3	NA	-88.57	0.00	-0.55
590400	0.020	0.629	0.100	3	NA	-89.92	-1.47	-3.80
590500	0.020	0.629	0.105	3	NA	-92.57	0.00	-0.36
590600	0.020	0.629	0.092	3	NA	-91.38	0.00	-0.07
590700	0.020	0.629	0.092	3	NA	-91.39	0.00	-0.10
590800	0.020	0.629	0.081	3	NA	-88.64	0.00	0.69
590900	0.020	0.629	0.122	3	NA	-92.52	0.00	-1.32
591000	0.020	0.629	0.122	3	NA	-92.52	0.00	-0.69
591100	0.020	0.629	0.081	3	NA	-88.64	-1.47	-3.80
591200	0.020	0.629	0.081	3	NA	-88.64	0.00	-0.69
591300	0.020	0.629	0.087	3	NA	-92.33	0.00	-0.69
591400	0.065	0.629	0.086	2	NA	-92.60	0.00	-0.42
591500	0.065	0.629	0.086	2	NA	-92.60	0.00	-0.49
591600	0.065	0.629	0.086	2	NA	-92.60	0.00	-3.02
591700	0.065	0.629	0.086	2	NA	-92.60	0.00	-4.02
591800	0.065	0.629	0.086	2	NA	-92.60	0.00	-0.77
591900	0.065	0.629	0.086	2	NA	-92.60	-1.06	-4.21
592000	0.065	0.629	0.086	2	NA	-92.60	0.00	-0.44
592100	0.065	0.629	0.086	2	NA	-92.60	-1.06	-4.21
592200	0.065	0.629	0.086	2	NA	-92.60	0.00	-0.96
592300	0.065	0.629	0.086	2	NA	-92.60	0.00	-1.47
592400	0.065	0.629	0.086	2	NA	-92.60	0.00	-0.03
592500	0.065	0.629	0.086	2	NA	-92.60	0.00	-0.40
592600	0.065	0.629	0.086	2	NA	-92.60	0.00	-1.97
592700	0.065	0.629	0.086	2	NA	-92.60	0.00	-1.64
592800	0.065	0.629	0.086	2	NA	-92.60	0.00	-0.31
592900	0.065	0.629	0.086	2	NA	-92.60	0.00	-0.66
593000	0.065	0.629	0.086	2	NA	-92.60	0.00	-0.82
593100	0.056	1.257	0.104	3	NA	-94.85	0.00	-0.24
593200	0.056	1.257	0.095	3	NA	-97.51	0.00	-1.69
593300	0.056	1.257	0.086	3	NA	-93.82	0.00	-2.03
593400	0.056	1.257	0.086	3	NA	-93.82	0.00	-0.56
593500	0.056	1.257	0.104	3	NA	-94.85	-1.47	-3.80
593600	0.056	1.257	0.104	3	NA	-94.85	0.00	-0.53
593700	0.065	0.629	0.086	2	NA	-92.60	0.00	-0.40
593800	0.065	0.629	0.086	2	NA	-92.60	-1.06	-4.21
593900	0.065	0.629	0.086	2	NA	-92.60	0.00	-1.19
594000	0.065	0.629	0.086	2	NA	-92.60	-1.06	-4.21
594100	0.065	0.629	0.086	2	NA	-92.60	0.00	-1.43
594200	0.023	0.629	0.095	3	NA	-89.87	0.00	-1.19
594300	0.023	0.629	0.085	3	NA	-90.13	0.00	-0.69
594400	0.085	0.085	0.085	1	NA	-98.82	0.00	-0.46
594500	0.085	0.085	0.085	1	NA	-98.82	0.00	-1.90
594600	0.085	0.085	0.085	1	NA	-98.82	0.00	-0.13
594700	0.085	0.085	0.085	1	NA	-98.82	0.00	-1.00
594800	0.085	0.085	0.085	1	NA	-98.82	0.00	-0.21
594900	0.080	0.209	0.085	2	NA	-94.64	0.00	-1.48
595000	0.080	0.209	0.085	2	NA	-94.64	0.00	-0.44
595100	0.080	0.209	0.085	2	NA	-94.64	0.00	-1.00
595200	0.008	0.209	0.085	3	NA	-90.22	0.00	-0.92
595300	0.008	0.209	0.085	3	NA	-90.22	0.00	-0.99
595400	0.079	0.444	0.094	3	NA	-93.43	0.00	-1.33
595500	0.080	0.444	0.094	2	NA	-93.34	-1.06	-4.21
595600	0.094	0.094	0.094	1	NA	-98.85	-0.37	-4.91
595700	0.078	2.220	0.094	2	NA	-100.14	0.00	-0.24
595800	0.078	2.220	0.094	2	NA	-100.14	0.00	-0.17
595900	0.078	2.220	0.094	2	NA	-100.14	0.00	-0.79
596000	0.078	2.220	0.094	2	NA	-100.14	0.00	-1.38
596100	0.078	2.220	0.094	2	NA	-100.14	0.00	-0.09
596200	0.094	0.094	0.094	1	NA	-98.85	0.00	-3.57
596300	0.094	0.094	0.094	1	NA	-98.85	0.00	-0.13
596400	0.094	0.094	0.094	1	NA	-98.85	0.00	-0.41
596500	0.061	0.160	0.094	2	NA	-94.36	-1.06	-4.21
596600	0.061	0.160	0.094	2	NA	-94.36	0.00	-1.03
596700	0.061	0.734	0.094	3	NA	-91.62	0.00	0.69
596800	0.089	0.742	0.112	4	NA	-93.82	0.00	-0.49
596900	0.084	0.726	0.108	3	NA	-93.46	0.00	-0.69
597000	0.084	0.726	0.113	3	NA	-94.28	0.00	-1.42
597100	0.038	4.531	0.127	4	NA	-93.82	0.00	-0.31
597200	0.038	4.531	0.117	4	NA	-91.67	-1.75	-3.50
597300	0.038	4.531	0.132	4	NA	-93.11	-1.75	-3.50
597400	0.118	0.558	0.134	2	NA	-97.02	0.00	-0.61
597500	0.118	0.558	0.134	2	NA	-97.02	0.00	-0.94
597600	0.057	8.049	0.129	3	NA	-91.62	0.00	-0.69
597700	0.057	8.049	0.129	3	NA	-91.62	0.00	0.69
597800	0.057	8.049	0.247	3	NA	-93.05	0.00	-1.27
597900	0.057	8.049	0.129	3	NA	-91.62	0.00	0.69
598000	0.057	8.049	0.130	3	NA	-91.61	0.00	-4.98
598100	0.048	8.049	0.159	4	NA	-93.67	-1.75	-3.50
598200	0.030	8.049	0.128	5	NA	-88.86	0.00	-0.42
598300	0.030	8.049	0.237	5	NA	-92.54	0.00	-0.69
598400	0.041	8.049	0.123	4	NA	-91.75	-1.75	-3.50
598500	0.094	8.049	0.290	4	NA	-95.38	-1.75	-3.50
598600	0.056	8.049	0.137	4	NA	-90.19	0.00	-0.69
598700	0.056	8.049	0.137	4	NA	-90.19	0.00	-1.44
598800	0.056	8.049	0.137	4	NA	-90.19	-1.75	-3.50
598900	0.056	8.049	0.137	4	NA	-90.19	0.00	-0.69
599000	0.064	8.049	0.137	3	NA	-91.59	0.00	-0.69
599100	0.064	8.049	0.137	3	NA	-91.59	0.00	-1.80
599200	0.064	8.049	0.137	3	NA	-91.59	0.00	-0.41
599300	0.064	8.049	0.254	3	NA	-93.08	0.00	-0.69
599400	0.064	8.049	0.137	3	NA	-91.59	0.00	-0.70
599500	0.064	8.049	0.131	3	NA	-93.63	0.00	-0.25
599600	0.064	8.049	0.254	3	NA	-93.08	0.00	-0.69
599700	0.064	8.049	0.136	3	NA	-91.58	0.00	-0.69
599800	0.125	0.441	0.136	2	NA	-97.99	0.00	-0.55
599900	0.125	0.441	0.136	2	NA	-97.99	0.00	-0.25
6e+05	0.125	0.441	0.136	2	NA	-97.99	0.00	-0.47
