"","gene_fam","fisherPvalues_Capybara","fisherPvalues_Capybara_Bonferroni"
"5510","PTHR10356:SF6",0.269342389152307,1
"5511","PTHR10668:SF85",0.599371683754074,1
"5512","PTHR13343:SF27",1,1
"5513","PTHR16024:SF14",0.54860283777153,1
"5514","PTHR14917",0.412620261421793,1
"5515","PTHR24243:SF166",0.53028853548174,1
"5516","PTHR12184:SF4",1,1
"5517","PTHR15964",1,1
"5518","PTHR12035:SF77",0.659842220845539,1
"5519","PTHR24411:SF38",0.730432670201548,1
"5520","PTHR23118",0.405878132827476,1
"5521","PTHR24027:SF355",0.470765688157878,1
"5522","PTHR21831:SF3",0.44929348763883,1
"5523","PTHR11255:SF60",1,1
"5524","PTHR26451:SF724",0.491400715750939,1
"5525","PTHR31809:SF1",0.583117115443178,1
"5526","PTHR26452:SF511",1,1
"5527","PTHR14899:SF1",0.26574875167493,1
"5528","PTHR11977:SF66",0.72900450079445,1
"5529","PTHR15141:SF60",1,1
"5530","PTHR24231:SF52",0.470765688157878,1
"5531","PTHR31761:SF2",0.242998193676576,1
"5532","PTHR11438:SF6",1,1
"5533","PTHR22884:SF435",0.522752056212776,1
"5534","PTHR19241:SF393",1,1
"5535","PTHR11652:SF29",0.511231209360091,1
"5536","PTHR12707",1,1
"5537","PTHR10910:SF121",0.583117115443178,1
"5538","PTHR24012:SF510",0.356269680382059,1
"5539","PTHR12740:SF5",1,1
"5540","PTHR13490:SF1",0.64316782753972,1
"5541","PTHR15348:SF11",1,1
"5542","PTHR24409:SF192",0.44929348763883,1
"5543","PTHR22826:SF172",1,1
"5544","PTHR21583",1,1
"5545","PTHR16156:SF13",0.724388147246574,1
"5546","PTHR22791:SF8",1,1
"5547","PTHR23180:SF367",1,1
"5548","PTHR37337:SF2",1,1
"5549","PTHR12876:SF42",1,1
"5550","PTHR14987:SF4",1,1
"5551","PTHR26453:SF486",1,1
"5552","PTHR12346:SF13",0.0801719575318926,1
"5553","PTHR13533:SF15",0.583117115443178,1
"5554","PTHR23002:SF94",1,1
"5555","PTHR14679:SF2",0.614992500428838,1
"5556","PTHR36879",1,1
"5557","PTHR13693:SF66",1,1
"5558","PTHR12231:SF175",0.53028853548174,1
"5559","PTHR14096:SF47",1,1
"5560","PTHR22844:SF281",0.404526258311349,1
"5561","PTHR35354:SF2",0.53028853548174,1
"5562","PTHR15071:SF15",0.16819933917042,1
"5563","PTHR26452:SF415",0.426950151188977,1
"5564","PTHR11200:SF217",1,1
"5565","PTHR24056:SF292",1,1
"5566","PTHR19134:SF389",0.530379644340221,1
"5567","PTHR24356:SF245",1,1
"5568","PTHR20856:SF23",1,1
"5569","PTHR18945:SF735",0.54860283777153,1
"5570","PTHR23204:SF7",1,1
"5571","PTHR21377:SF7",1,1
"5572","PTHR12640:SF1",0.639611418007976,1
"5573","PTHR10082:SF46",0.614992500428838,1
"5574","PTHR28342:SF2",1,1
"5575","PTHR18839:SF5",1,1
"5576","PTHR11347:SF143",1,1
"5577","PTHR23113:SF251",0.583117115443178,1
"5578","PTHR24078:SF330",1,1
"5579","PTHR22801:SF67",0.599371683754074,1
"5580","PTHR22904:SF416",0.53028853548174,1
"5581","PTHR11732:SF310",1,1
"5582","PTHR24369:SF111",0.54860283777153,1
"5583","PTHR10510:SF13",1,1
"5584","PTHR24373:SF188",1,1
"5585","PTHR10605:SF49",1,1
"5586","PTHR14913:SF1",0.341977052485756,1
"5587","PTHR22835:SF305",0.583117115443178,1
"5588","PTHR11814:SF152",1,1
"5589","PTHR24326:SF445",0.470765688157878,1
"5590","PTHR21355:SF7",0.356269680382059,1
"5591","PTHR13271:SF50",0.566203084715547,1
"5592","PTHR43447:SF6",0.436077785399403,1
"5593","PTHR43806:SF11",1,1
"5594","PTHR11808:SF64",0.599371683754074,1
"5595","PTHR23315:SF219",0.724388147246574,1
"5596","PTHR24356:SF237",1,1
"5597","PTHR16469:SF38",1,1
"5598","PTHR12673:SF171",1,1
"5599","PTHR31167:SF4",0.419111217011285,1
"5600","PTHR24377:SF437",1,1
"5601","PTHR23158:SF49",0.403700338029936,1
"5602","PTHR15224",0.370448143337681,1
"5603","PTHR17008:SF2",1,1
"5604","PTHR20995",1,1
"5605","PTHR23037:SF38",0.566203084715547,1
"5606","PTHR15941:SF18",0.54860283777153,1
"5607","PTHR21255:SF38",1,1
"5608","PTHR15428:SF1",1,1
"5609","PTHR16056:SF25",0.614992500428838,1
"5610","PTHR16877:SF1",1,1
"5611","PTHR12489:SF23",0.53028853548174,1
"5612","PTHR42757:SF7",0.727733593409787,1
"5613","PTHR16525:SF1",1,1
"5614","PTHR12767:SF12",0.511231209360091,1
"5615","PTHR17571:SF39",0.470765688157878,1
"5616","PTHR11537:SF208",0.566203084715547,1
"5617","PTHR31817:SF10",0.415681666169693,1
"5618","PTHR11267:SF141",1,1
"5619","PTHR21563",0.240092900234518,1
"5620","PTHR11430:SF96",0.436077785399403,1
"5621","PTHR22948:SF34",1,1
"5622","PTHR10036:SF14",0.53028853548174,1
"5623","PTHR24245:SF12",0.53028853548174,1
"5624","PTHR11902:SF27",1,1
"5625","PTHR13563:SF16",0.732010050314526,1
"5626","PTHR26452:SF389",0.511231209360091,1
"5627","PTHR11346:SF139",0.53028853548174,1
"5628","PTHR10546:SF5",1,1
"5629","PTHR10072:SF58",0.182316791975725,1
"5630","PTHR10489:SF803",1,1
"5631","PTHR17250:SF1",1,1
"5632","PTHR11675:SF85",0.327584333776033,1
"5633","PTHR11570:SF8",1,1
"5634","PTHR10264:SF104",1,1
"5635","PTHR11394:SF79",1,1
"5636","PTHR12630:SF12",0.404526258311349,1
"5637","PTHR10859:SF101",0.639611418007976,1
"5638","PTHR12210:SF93",0.54860283777153,1
"5639","PTHR37361:SF3",0.426950151188977,1
"5640","PTHR16070:SF4",0.52102173244648,1
"5641","PTHR11829:SF234",0.44929348763883,1
"5642","PTHR10736:SF37",0.44929348763883,1
"5643","PTHR22939:SF112",0.583117115443178,1
"5644","PTHR11689:SF114",1,1
"5645","PTHR23122:SF54",0.26435464040898,1
"5646","PTHR11685:SF177",0.511231209360091,1
"5647","PTHR22884:SF391",0.744176824009088,1
"5648","PTHR23192:SF61",1,1
"5649","PTHR13693:SF65",0.53028853548174,1
"5650","PTHR13140:SF558",0.521929331213129,1
"5651","PTHR24202:SF56",0.525126118641287,1
"5652","PTHR12002:SF153",0.470765688157878,1
"5653","PTHR11589:SF13",0.599371683754074,1
"5654","PTHR24237:SF46",1,1
"5655","PTHR19226",0.272513514346396,1
"5656","PTHR32261:SF14",0.614992500428838,1
"5657","PTHR12638:SF4",0.356269680382059,1
"5658","PTHR15245:SF34",1,1
"5659","PTHR23359:SF110",1,1
"5660","PTHR15576:SF2",0.624911639872466,1
"5661","PTHR33955:SF3",1,1
"5662","PTHR11220:SF48",0.566203084715547,1
"5663","PTHR18950",0.639611418007976,1
"5664","PTHR19354:SF10",0.733728739024062,1
"5665","PTHR11040:SF84",1,1
"5666","PTHR19869:SF2",0.403664740031794,1
"5667","PTHR21109:SF7",1,1
"5668","PTHR13968:SF26",1,1
"5669","PTHR11475:SF93",0.614992500428838,1
"5670","PTHR11079:SF124",0.566203084715547,1
"5671","PTHR10024:SF263",0.0586726211697488,1
"5672","PTHR13844:SF32",1,1
"5673","PTHR42757:SF13",0.370448143337681,1
"5674","PTHR22906:SF15",1,1
"5675","PTHR37857",1,1
"5676","PTHR24028:SF179",1,1
"5677","PTHR26451:SF634",0.491400715750939,1
"5678","PTHR12369:SF37",1,1
"5679","PTHR24098:SF23",1,1
"5680","PTHR19297:SF144",0.53028853548174,1
"5681","PTHR24377:SF594",1,1
"5682","PTHR12035:SF90",1,1
"5683","PTHR24204:SF7",0.599371683754074,1
"5684","PTHR11697:SF164",0.214140777880745,1
"5685","PTHR10707:SF13",1,1
"5686","PTHR11567:SF161",1,1
"5687","PTHR23292:SF16",0.526660216094288,1
"5688","PTHR12113:SF17",1,1
"5689","PTHR11716:SF63",1,1
"5690","PTHR24402:SF310",0.62567208828275,1
"5691","PTHR15323:SF7",1,1
"5692","PTHR11592:SF68",1,1
"5693","PTHR23025:SF4",0.521929331213129,1
"5694","PTHR24256:SF283",0.614992500428838,1
"5695","PTHR37862:SF2",1,1
"5696","PTHR24403:SF42",0.674265203756203,1
"5697","PTHR23254",1,1
"5698","PTHR23102:SF21",0.53028853548174,1
"5699","PTHR13593:SF63",1,1
"5700","PTHR11232:SF71",1,1
"5701","PTHR11787:SF19",0.566203084715547,1
"5702","PTHR19447:SF23",0.44929348763883,1
"5703","PTHR24073:SF764",0.566203084715547,1
"5704","PTHR15654:SF4",0.470765688157878,1
"5705","PTHR14063:SF9",0.655356059110962,1
"5706","PTHR24089:SF467",1,1
"5707","PTHR12011:SF414",0.470765688157878,1
"5708","PTHR23349:SF80",0.53028853548174,1
"5709","PTHR15083:SF1",0.614992500428838,1
"5710","PTHR10270:SF262",0.724388147246574,1
"5711","PTHR32341:SF14",0.724388147246574,1
"5712","PTHR24412:SF366",0.426986672310355,1
"5713","PTHR15962:SF1",0.583117115443178,1
"5714","PTHR23354:SF82",0.735580993371095,1
"5715","PTHR24214:SF44",1,1
"5716","PTHR19370:SF143",0.646994797426022,1
"5717","PTHR11736:SF129",1,1
"5718","PTHR11216:SF102",1,1
"5719","PTHR13800:SF18",0.254709937353274,1
"5720","PTHR11267:SF138",0.624705663462955,1
"5721","PTHR23233:SF76",0.523820527658966,1
"5722","PTHR22847:SF533",0.53028853548174,1
"5723","PTHR26453:SF488",1,1
"5724","PTHR43795:SF9",0.26574875167493,1
"5725","PTHR24058:SF68",0.726628137149485,1
"5726","PTHR10555:SF199",1,1
"5727","PTHR11777:SF22",1,1
"5728","PTHR12673:SF191",1,1
"5729","PTHR39226",0.470765688157878,1
"5730","PTHR26452:SF421",1,1
"5731","PTHR22674:SF8",0.298561654218911,1
"5732","PTHR11339:SF308",0.726628137149485,1
"5733","PTHR10459:SF84",0.624705663462955,1
"5734","PTHR24089:SF414",0.370448143337681,1
"5735","PTHR11909:SF263",1,1
"5736","PTHR10870:SF1",1,1
"5737","PTHR24247:SF137",1,1
"5738","PTHR16029",0.669316527892748,1
"5739","PTHR11686:SF36",1,1
"5740","PTHR21255:SF36",0.283966834292859,1
"5741","PTHR22939:SF107",0.470765688157878,1
"5742","PTHR31804:SF3",0.373366693144296,1
"5743","PTHR12751:SF21",0.725696445879893,1
"5744","PTHR20338:SF9",0.191005342269148,1
"5745","PTHR16127:SF20",1,1
"5746","PTHR10336:SF128",0.269342389152307,1
"5747","PTHR11728:SF21",1,1
"5748","PTHR24256:SF371",1,1
"5749","PTHR22100:SF15",1,1
"5750","PTHR14222:SF4",1,1
"5751","PTHR11824:SF19",0.52105559040076,1
"5752","PTHR24233:SF15",1,1
"5753","PTHR15836:SF5",0.169144307834027,1
"5754","PTHR12995:SF5",0.384499616765315,1
"5755","PTHR11929:SF175",1,1
"5756","PTHR11349:SF72",0.614992500428838,1
"5757","PTHR21402:SF14",0.599371683754074,1
"5758","PTHR10845:SF214",0.154937875285024,1
"5759","PTHR24413:SF155",1,1
"5760","PTHR37364",0.511231209360091,1
"5761","PTHR10078:SF51",0.583117115443178,1
"5762","PTHR26453:SF480",0.379507273720231,1
"5763","PTHR12011:SF364",0.313106928193021,1
"5764","PTHR13634:SF3",0.154282324395354,1
"5765","PTHR10825:SF55",1,1
"5766","PTHR12356:SF26",0.53028853548174,1
"5767","PTHR12271:SF72",0.26435464040898,1
"5768","PTHR24055:SF322",0.331677662408102,1
"5769","PTHR13964:SF33",1,1
"5770","PTHR15434:SF3",1,1
"5771","PTHR17615:SF11",1,1
"5772","PTHR18934:SF161",1,1
"5773","PTHR24391:SF18",1,1
"5774","PTHR10671:SF58",0.470765688157878,1
"5775","PTHR24409:SF196",1,1
"5776","PTHR23262:SF75",1,1
"5777","PTHR23400",0.272513514346396,1
"5778","PTHR15326:SF12",0.614992500428838,1
"5779","PTHR24112:SF52",1,1
"5780","PTHR13914:SF10",1,1
"5781","PTHR43811:SF12",1,1
"5782","PTHR21178:SF9",1,1
"5783","PTHR32205:SF6",1,1
"5784","PTHR21713:SF8",0.470765688157878,1
"5785","PTHR22625:SF56",0.211008439435305,1
"5786","PTHR10891:SF724",1,1
"5787","PTHR10489:SF742",1,1
"5788","PTHR22883:SF162",1,1
"5789","PTHR23024:SF311",0.624911639872466,1
"5790","PTHR19051:SF22",1,1
"5791","PTHR23255:SF89",1,1
"5792","PTHR22654:SF3",1,1
"5793","PTHR18934:SF169",1,1
"5794","PTHR11117:SF12",0.583117115443178,1
"5795","PTHR11447:SF25",1,1
"5796","PTHR23329:SF18",0.566203084715547,1
"5797","PTHR10165:SF133",1,1
"5798","PTHR16852",0.426950151188977,1
"5799","PTHR26452:SF547",0.154282324395354,1
"5800","PTHR15139:SF1",0.470765688157878,1
"5801","PTHR22042:SF7",1,1
"5802","PTHR10972:SF122",1,1
"5803","PTHR11977:SF69",1,1
"5804","PTHR18905:SF15",0.376823142355783,1
"5805","PTHR12307:SF31",0.470765688157878,1
"5806","PTHR11269:SF19",0.341977052485756,1
"5807","PTHR11022",0.44929348763883,1
"5808","PTHR10502:SF159",0.566203084715547,1
"5809","PTHR11211:SF31",0.54860283777153,1
"5810","PTHR12652:SF29",1,1
"5811","PTHR24072:SF240",0.54860283777153,1
"5812","PTHR10316:SF57",1,1
"5813","PTHR11879:SF20",1,1
"5814","PTHR14493:SF68",0.523820527658966,1
"5815","PTHR31056",0.272513514346396,1
"5816","PTHR19212",1,1
"5817","PTHR10824:SF30",1,1
"5818","PTHR24028:SF141",0.114143440891036,1
"5819","PTHR23220:SF92",0.298561654218911,1
"5820","PTHR11254:SF359",0.270608634110208,1
"5821","PTHR23421:SF96",1,1
"5822","PTHR11903:SF23",1,1
"5823","PTHR12981",1,1
"5824","PTHR10194:SF111",0.378281556025855,1
"5825","PTHR11590:SF57",0.614992500428838,1
"5826","PTHR11751:SF455",1,1
"5827","PTHR14159:SF3",0.537459774861413,1
"5828","PTHR24256:SF402",1,1
"5829","PTHR23083:SF449",1,1
"5830","PTHR12636",0.491400715750939,1
"5831","PTHR10992:SF960",1,1
"5832","PTHR11200:SF214",1,1
"5833","PTHR11743:SF42",1,1
"5834","PTHR24213:SF20",0.266089423440581,1
"5835","PTHR23408:SF20",0.521929331213129,1
"5836","PTHR26452:SF647",1,1
"5837","PTHR21632",0.356269680382059,1
"5838","PTHR13464",1,1
"5839","PTHR26453:SF534",1,1
"5840","PTHR24115:SF621",0.689746851261621,1
"5841","PTHR15895:SF16",0.511231209360091,1
"5842","PTHR21705:SF15",1,1
"5843","PTHR37335:SF2",0.403700338029936,1
"5844","PTHR11102:SF121",0.566203084715547,1
"5845","PTHR24409:SF81",1,1
"5846","PTHR12277:SF113",1,1
"5847","PTHR21580:SF32",1,1
"5848","PTHR22928",0.10220045556843,1
"5849","PTHR20946",1,1
"5850","PTHR24036:SF11",1,1
"5851","PTHR12025:SF17",1,1
"5852","PTHR13063:SF11",0.384499616765315,1
"5853","PTHR10489:SF886",1,1
"5854","PTHR11697:SF166",0.40994995043347,1
"5855","PTHR10048:SF83",1,1
"5856","PTHR40387:SF3",0.54860283777153,1
"5857","PTHR10845:SF197",0.522752056212776,1
"5858","PTHR22948:SF37",0.40994995043347,1
"5859","PTHR12801:SF99",0.72900450079445,1
"5860","PTHR24402:SF314",1,1
"5861","PTHR26454:SF97",1,1
"5862","PTHR28601",0.511231209360091,1
"5863","PTHR26451:SF458",1,1
"5864","PTHR12585:SF47",0.566203084715547,1
"5865","PTHR22809:SF11",1,1
"5866","PTHR23414:SF4",0.599371683754074,1
"5867","PTHR10489:SF774",0.034902542294331,1
"5868","PTHR24336:SF11",0.491400715750939,1
"5869","PTHR22793:SF21",0.15894414280492,1
"5870","PTHR20859:SF69",0.53028853548174,1
"5871","PTHR19332",1,1
"5872","PTHR17125",1,1
"5873","PTHR13148",1,1
"5874","PTHR13817:SF24",0.135059032677518,1
"5875","PTHR11388:SF124",1,1
"5876","PTHR24169:SF22",0.674265203756203,1
"5877","PTHR10218:SF253",0.491400715750939,1
"5878","PTHR14555:SF9",1,1
"5879","PTHR31193:SF2",0.726628137149485,1
"5880","PTHR12620:SF19",1,1
"5881","PTHR10933:SF14",1,1
"5882","PTHR24403:SF45",0.522752056212776,1
"5883","PTHR12886:SF1",0.491400715750939,1
"5884","PTHR24114:SF26",1,1
"5885","PTHR18945:SF667",0.54860283777153,1
"5886","PTHR10993:SF17",0.54860283777153,1
"5887","PTHR16155:SF23",1,1
"5888","PTHR11227:SF35",0.374606158622159,1
"5889","PTHR36477:SF3",0.403700338029936,1
"5890","PTHR15907:SF75",0.566203084715547,1
"5891","PTHR24412:SF306",0.404526258311349,1
"5892","PTHR10857:SF69",1,1
"5893","PTHR24404:SF40",1,1
"5894","PTHR26452:SF643",0.0791205157648849,1
"5895","PTHR19282:SF285",0.182316791975725,1
"5896","PTHR15712:SF33",1,1
"5897","PTHR20886:SF15",1,1
"5898","PTHR11736:SF90",0.245325527374939,1
"5899","PTHR43355",0.53028853548174,1
"5900","PTHR13711:SF247",1,1
"5901","PTHR20902:SF1",1,1
"5902","PTHR12743:SF6",0.44929348763883,1
"5903","PTHR24329:SF486",1,1
"5904","PTHR12957:SF30",1,1
"5905","PTHR26451:SF463",0.0197900427207001,1
"5906","PTHR24103:SF466",1,1
"5907","PTHR24377:SF541",0.624911639872466,1
"5908","PTHR17271:SF14",0.596782966431638,1
"5909","PTHR11085:SF32",0.726628137149485,1
"5910","PTHR11926:SF536",1,1
"5911","PTHR31214:SF5",0.726628137149485,1
"5912","PTHR28622:SF2",1,1
"5913","PTHR24124:SF10",1,1
"5914","PTHR11743:SF41",0.599371683754074,1
"5915","PTHR24024:SF28",1,1
"5916","PTHR24134:SF2",0.723877095517443,1
"5917","PTHR10252:SF51",1,1
"5918","PTHR14063:SF7",1,1
"5919","PTHR23239:SF230",0.700444919407973,1
"5920","PTHR11588:SF153",0.72900450079445,1
"5921","PTHR15726:SF9",1,1
"5922","PTHR10504:SF120",0.53028853548174,1
"5923","PTHR28659:SF6",0.646994797426022,1
"5924","PTHR24373:SF178",0.176377008445296,1
"5925","PTHR28607:SF8",1,1
"5926","PTHR38649",0.566203084715547,1
"5927","PTHR11693",0.679330718844024,1
"5928","PTHR22765:SF67",0.583117115443178,1
"5929","PTHR14508:SF4",0.628684760565179,1
"5930","PTHR18952:SF152",1,1
"5931","PTHR22775:SF37",0.356269680382059,1
"5932","PTHR10574:SF310",0.383975968110966,1
"5933","PTHR10131:SF102",1,1
"5934","PTHR34829:SF4",0.53028853548174,1
"5935","PTHR15704:SF9",1,1
"5936","PTHR12345:SF19",1,1
"5937","PTHR22419:SF3",0.63085741325675,1
"5938","PTHR23310:SF74",0.599371683754074,1
"5939","PTHR11675:SF77",0.240092900234518,1
"5940","PTHR19860:SF32",0.566203084715547,1
"5941","PTHR24375:SF285",0.264852777964134,1
"5942","PTHR18929:SF126",0.53028853548174,1
"5943","PTHR19441:SF68",1,1
"5944","PTHR15868:SF5",1,1
"5945","PTHR14205",1,1
"5946","PTHR12911:SF30",1,1
"5947","PTHR11632:SF63",0.566203084715547,1
"5948","PTHR10489:SF752",0.599371683754074,1
"5949","PTHR24384:SF143",0.64316782753972,1
"5950","PTHR12326:SF15",0.725696445879893,1
"5951","PTHR31247:SF11",0.54860283777153,1
"5952","PTHR22650:SF9",0.54860283777153,1
"5953","PTHR16500:SF4",0.184558345658677,1
"5954","PTHR12763:SF37",1,1
"5955","PTHR11984:SF101",0.196597898891188,1
"5956","PTHR24102:SF23",1,1
"5957","PTHR11947:SF36",0.470765688157878,1
"5958","PTHR31179:SF8",1,1
"5959","PTHR10078:SF31",0.54860283777153,1
"5960","PTHR11188:SF88",0.225516612603453,1
"5961","PTHR11920:SF373",1,1
"5962","PTHR22891:SF93",0.328136774268949,1
"5963","PTHR21694:SF31",1,1
"5964","PTHR22923:SF64",1,1
"5965","PTHR24012:SF516",0.0747009119134799,1
"5966","PTHR10846:SF46",0.53028853548174,1
"5967","PTHR24416:SF435",1,1
"5968","PTHR14845:SF8",0.511231209360091,1
"5969","PTHR10638:SF46",1,1
"5970","PTHR23426:SF36",1,1
"5971","PTHR11590:SF56",0.566203084715547,1
"5972","PTHR31021:SF6",0.54860283777153,1
"5973","PTHR24089:SF411",0.511231209360091,1
"5974","PTHR14226:SF52",1,1
"5975","PTHR22800:SF201",0.116204053415242,1
"5976","PTHR15715:SF28",0.00222437949429532,1
"5977","PTHR13138",1,1
"5978","PTHR42908:SF8",0.154282324395354,1
"5979","PTHR12766:SF8",1,1
"5980","PTHR12668:SF25",1,1
"5981","PTHR26451:SF765",0.224446071753734,1
"5982","PTHR26452:SF552",0.370448143337681,1
"5983","PTHR14885",0.62567208828275,1
"5984","PTHR24020:SF8",1,1
"5985","PTHR23244:SF361",1,1
"5986","PTHR24092:SF104",1,1
"5987","PTHR10985:SF123",1,1
"5988","PTHR22035:SF5",0.583117115443178,1
"5989","PTHR10552:SF24",0.196597898891188,1
"5990","PTHR22957:SF330",0.599371683754074,1
"5991","PTHR10279:SF13",0.491400715750939,1
"5992","PTHR24027:SF367",0.726628137149485,1
"5993","PTHR10201:SF192",0.599371683754074,1
"5994","PTHR12375:SF34",1,1
"5995","PTHR12560:SF22",1,1
"5996","PTHR34766:SF2",0.511231209360091,1
"5997","PTHR11697:SF165",1,1
"5998","PTHR24256:SF397",0.566203084715547,1
"5999","PTHR16212",0.63085741325675,1
"6000","PTHR12458:SF11",0.511231209360091,1
"6001","PTHR24103:SF536",0.53028853548174,1
"6002","PTHR19845",0.679330718844024,1
"6003","PTHR24073:SF794",1,1
"6004","PTHR11394:SF84",1,1
"6005","PTHR22950:SF366",1,1
"6006","PTHR13140:SF528",0.614992500428838,1
"6007","PTHR14499:SF93",1,1
"6008","PTHR23231:SF21",0.269342389152307,1
"6009","PTHR26450:SF252",0.154282324395354,1
"6010","PTHR23282:SF108",0.470765688157878,1
"6011","PTHR24083:SF127",0.723877095517443,1
"6012","PTHR23202:SF41",0.599371683754074,1
"6013","PTHR26450:SF230",0.225516612603453,1
"6014","PTHR12277:SF95",0.614992500428838,1
"6015","PTHR23292:SF21",0.716797081497672,1
"6016","PTHR10159:SF407",1,1
"6017","PTHR24012:SF575",1,1
"6018","PTHR22750:SF70",0.403700338029936,1
"6019","PTHR12875:SF1",1,1
"6020","PTHR15001:SF40",0.491400715750939,1
"6021","PTHR13392:SF10",1,1
"6022","PTHR24006:SF532",0.628684760565179,1
"6023","PTHR15813:SF12",1,1
"6024","PTHR12309:SF14",1,1
"6025","PTHR24082:SF358",0.724946943483498,1
"6026","PTHR15827:SF3",0.53028853548174,1
"6027","PTHR35674:SF2",0.53028853548174,1
"6028","PTHR26452:SF527",0.114143440891036,1
"6029","PTHR24070:SF326",1,1
"6030","PTHR11224:SF42",0.583117115443178,1
"6031","PTHR10460:SF18",1,1
"6032","PTHR11373:SF35",0.599371683754074,1
"6033","PTHR13369:SF2",1,1
"6034","PTHR24103:SF432",0.583117115443178,1
"6035","PTHR23175:SF19",1,1
"6036","PTHR12889:SF8",1,1
"6037","PTHR23077:SF100",0.511231209360091,1
"6038","PTHR15622:SF13",0.566203084715547,1
"6039","PTHR24367:SF312",0.327584333776033,1
"6040","PTHR14513:SF3",0.724028649237062,1
"6041","PTHR23091:SF289",0.53028853548174,1
"6042","PTHR21533:SF27",0.54860283777153,1
"6043","PTHR24412:SF319",0.52105559040076,1
"6044","PTHR10489:SF796",1,1
"6045","PTHR11353:SF145",0.283966834292859,1
"6046","PTHR43648:SF1",1,1
"6047","PTHR15944:SF3",0.511231209360091,1
"6048","PTHR24416:SF387",0.225516612603453,1
"6049","PTHR23204:SF5",0.732010050314526,1
"6050","PTHR26452:SF466",1,1
"6051","PTHR26450:SF217",0.426950151188977,1
"6052","PTHR24326:SF334",0.470765688157878,1
"6053","PTHR13082:SF1",0.566203084715547,1
"6054","PTHR18034:SF6",0.234844768607475,1
"6055","PTHR19308:SF26",1,1
"6056","PTHR16220",1,1
"6057","PTHR20903:SF1",1,1
"6058","PTHR23262:SF122",1,1
"6059","PTHR24256:SF349",0.614992500428838,1
"6060","PTHR11616:SF222",0.431390369977298,1
"6061","PTHR12398:SF26",1,1
"6062","PTHR19134:SF380",1,1
"6063","PTHR10985:SF98",1,1
"6064","PTHR10226:SF12",1,1
"6065","PTHR31661:SF2",1,1
"6066","PTHR14256:SF8",1,1
"6067","PTHR14467:SF1",1,1
"6068","PTHR18952:SF161",0.599371683754074,1
"6069","PTHR24023:SF614",0.196597898891188,1
"6070","PTHR12673:SF146",0.0791205157648849,1
"6071","PTHR24023:SF635",1,1
"6072","PTHR12694:SF10",0.269342389152307,1
"6073","PTHR16510:SF5",1,1
"6074","PTHR11800:SF14",0.140605246668904,1
"6075","PTHR43389:SF1",0.511231209360091,1
"6076","PTHR10694:SF76",1,1
"6077","PTHR16188:SF19",0.511231209360091,1
"6078","PTHR24078:SF344",0.511231209360091,1
"6079","PTHR12011:SF412",0.302511881455608,1
"6080","PTHR23254:SF20",0.203940503259697,1
"6081","PTHR24373:SF179",0.470765688157878,1
"6082","PTHR20371",0.327584333776033,1
"6083","PTHR11927:SF12",0.599371683754074,1
"6084","PTHR14334:SF3",0.511231209360091,1
"6085","PTHR11461:SF220",1,1
"6086","PTHR24377:SF512",0.599371683754074,1
"6087","PTHR10574:SF316",0.426950151188977,1
"6088","PTHR14499:SF105",1,1
"6089","PTHR19303:SF348",0.528414237158378,1
"6090","PTHR24362:SF308",1,1
"6091","PTHR23024:SF271",0.317660702188563,1
"6092","PTHR23245:SF42",0.614992500428838,1
"6093","PTHR12673:SF223",1,1
"6094","PTHR13425:SF5",0.54860283777153,1
"6095","PTHR10906:SF15",1,1
"6096","PTHR10334:SF299",1,1
"6097","PTHR13497",0.264268867801721,1
"6098","PTHR24092:SF129",0.283966834292859,1
"6099","PTHR23042:SF96",0.523820527658966,1
"6100","PTHR28546:SF5",1,1
"6101","PTHR11027",1,1
"6102","PTHR10204:SF52",1,1
"6103","PTHR10814:SF29",0.223134404066533,1
"6104","PTHR10898:SF14",1,1
"6105","PTHR23157:SF27",0.768620631435788,1
"6106","PTHR24402:SF241",1,1
"6107","PTHR24034:SF67",0.801606964945358,1
"6108","PTHR24409:SF286",0.457289039104015,1
"6109","PTHR10997:SF43",1,1
"6110","PTHR28675:SF3",1,1
"6111","PTHR42665:SF3",0.356269680382059,1
"6112","PTHR12106:SF36",1,1
"6113","PTHR16048:SF4",0.491400715750939,1
"6114","PTHR24046:SF6",0.695067497373121,1
"6115","PTHR23186:SF6",1,1
"6116","PTHR22607:SF7",1,1
"6117","PTHR42968:SF5",1,1
"6118","PTHR13068:SF61",1,1
"6119","PTHR13073:SF2",0.16819933917042,1
"6120","PTHR31898",1,1
"6121","PTHR22948:SF42",0.40994995043347,1
"6122","PTHR24278:SF23",0.723877095517443,1
"6123","PTHR14490:SF6",0.599371683754074,1
"6124","PTHR12994:SF23",1,1
"6125","PTHR24418:SF303",1,1
"6126","PTHR26450:SF320",0.140605246668904,1
"6127","PTHR11817:SF56",0.684496439448841,1
"6128","PTHR16932:SF27",1,1
"6129","PTHR24326:SF384",0.614992500428838,1
"6130","PTHR24025:SF13",1,1
"6131","PTHR15128",0.405878132827476,1
"6132","PTHR24257:SF28",1,1
"6133","PTHR10887:SF381",0.679330718844024,1
"6134","PTHR11848:SF183",1,1
"6135","PTHR19423:SF14",0.283966834292859,1
"6136","PTHR10960:SF1",1,1
"6137","PTHR10177:SF319",0.566203084715547,1
"6138","PTHR12767:SF15",1,1
"6139","PTHR10417:SF10",1,1
"6140","PTHR21262:SF20",1,1
